stageId,chapterId,name,desc,type,sceneID,sceneConfig,finShowList,point,capacity,stageStepCount,strengthCost,challengetimesLimit,startLimit1,startLimit2,startLimit3,startLimit4,startLimit5,icon,bossShow,bosspic,sceneUI,StarRequire1,StarRequire2,StarRequire3,StarRequire4,StarRequire5,awardGold,awardExp,awardOther,awardID,firstAwardID,awardCardID,awardShow,awardCardShow,monsterAward,firstAwardShow,threat,limittime1,limittime2,mopuptype,isBoss,dialogue,stageTarget,bgmusic
50301,503,前厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1000,50301-3840,50302,627;246,7000,3,0,5,1;25,,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,#monster0001_headiconM.png,,#stagePrivew_1000.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1000,0,5;3;50,5030101,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,101
50302,503,正厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,11001,50302-9984,50303,660;408,8000,3,0,5,1;25,,,,,#palace_stage_icon_lock_2.png;#palace_stage_icon_unlock_2.png,#monster0001_headiconM.png,,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1400,0,5;3;50,5030201,0,0,"(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,4,102
50303,503,界石,数数多少个字凑十个吧,7,1001,50303-3840,50304,827;328,9000,6,0,5,1;25,,,,,#palace_stage_icon_lock_3.png;#palace_stage_icon_unlock_3.png,#monster0001_headiconM.png,,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1800,0,5;3;50,5030301,0,0,"(16,115);(16,116)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,101
50304,503,后厅,数数多少个字凑十个吧数数多少个字凑十个吧,7,1007,50304-3840,50305,860;177,10000,5,0,5,1;25,,,,,#palace_stage_icon_lock_4.png;#palace_stage_icon_unlock_4.png,#monster0001_headiconM.png,,#stagePrivew_1007.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,2200,0,5;3;50,5030401,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,7,102
50305,503,督宗宗主,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1002,50305-3840,,203;443,11000,2,0,1,1;25,,,,,#palace_stage_icon_lock_5.png;#palace_stage_icon_unlock_5.png,#monster0060_headiconM.png,#servantPic_0060.png,#stagePrivew_1002.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,3;1;至少使用一次急速模式,5;1;击杀乱入者,3000,0,5;3;300,5030501,0,0,"(12,1003);(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,90,300,0,1,就凭你也敢来挑衅？受死吧！;何人竟敢闯我督宗大殿？！;天堂有路你不走，地狱无门你闯进来！,1,101
50401,504,前厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1004,50401-3840,50402,332;530,12000,3,0,5,1;30,,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,#monster0001_headiconM.png,,#stagePrivew_1004.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1000,0,5;4;50,5040101,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,102
50402,504,正厅,数数多少个字凑十个吧,7,11001,50402-9984,50403,332;381,13000,3,0,5,1;30,,,,,#palace_stage_icon_lock_2.png;#palace_stage_icon_unlock_2.png,#monster0001_headiconM.png,,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1400,0,5;4;50,5040201,0,0,"(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,4,101
50403,504,界石,数数多少个字凑十个吧数数多少个字凑十个吧,7,1004,50403-3840,50404,521;359,14000,6,0,5,1;30,,,,,#palace_stage_icon_lock_3.png;#palace_stage_icon_unlock_3.png,#monster0001_headiconM.png,,#stagePrivew_1004.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1800,0,5;4;50,5040301,0,0,"(16,115);(16,116)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,102
50404,504,后厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1005,50404-3840,50405,478;234,15000,5,0,5,1;30,,,,,#palace_stage_icon_lock_4.png;#palace_stage_icon_unlock_4.png,#monster0001_headiconM.png,,#stagePrivew_1005.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,2200,0,5;4;50,5040401,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,7,101
50405,504,判宗宗主,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1004,50405-3840,,627;246,16000,2,0,1,1;30,,,,,#palace_stage_icon_lock_5.png;#palace_stage_icon_unlock_5.png,#monster0063_headiconM.png,#servantPic_0063.png,#stagePrivew_1004.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,3;1;至少使用一次急速模式,5;1;击杀乱入者,3000,0,5;4;300,5040501,0,0,"(12,1003);(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,90,300,0,1,抗拒混沌的京剧猫！你要为你的罪行受到惩罚！;以判宗宗主之名，我判你有罪！;我这就拿下你，然后明正典刑。,1,102
50501,505,前厅,数数多少个字凑十个吧,7,1002,50501-3840,50502,660;408,17000,3,0,5,1;35,,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,#monster0001_headiconM.png,,#stagePrivew_1002.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1000,0,5;5;50,5050101,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,101
50502,505,正厅,数数多少个字凑十个吧数数多少个字凑十个吧,7,11001,50502-9984,50503,827;328,18500,3,0,5,1;35,,,,,#palace_stage_icon_lock_2.png;#palace_stage_icon_unlock_2.png,#monster0001_headiconM.png,,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1400,0,5;5;50,5050201,0,0,"(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,4,102
50503,505,界石,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1007,50503-3840,50504,860;177,20000,6,0,5,1;35,,,,,#palace_stage_icon_lock_3.png;#palace_stage_icon_unlock_3.png,#monster0001_headiconM.png,,#stagePrivew_1007.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1800,0,5;5;50,5050301,0,0,"(16,115);(16,116)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,101
50504,505,后厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1007,50504-3840,50505,203;443,21500,5,0,5,1;35,,,,,#palace_stage_icon_lock_4.png;#palace_stage_icon_unlock_4.png,#monster0001_headiconM.png,,#stagePrivew_1007.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,2200,0,5;5;50,5050401,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,7,102
50505,505,手宗宗主,数数多少个字凑十个吧,7,1002,50505-3840,,332;530,23000,2,0,1,1;35,,,,,#palace_stage_icon_lock_5.png;#palace_stage_icon_unlock_5.png,#monster0013_headiconM.png,#servantPic_0013.png,#stagePrivew_1002.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,3;1;至少使用一次急速模式,5;1;击杀乱入者,3000,0,5;5;300,5050501,0,0,"(12,1004);(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,90,300,0,1,现在……见识我的全部力量吧！;你以为我手中的只是普通的锤子？大错特错！;别小瞧我啊，我也是手宗宗主啊！,1,101
50601,506,前厅,数数多少个字凑十个吧数数多少个字凑十个吧,7,1005,50601-3840,50602,332;381,24000,3,0,5,1;40,,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,#monster0001_headiconM.png,,#stagePrivew_1005.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1000,0,5;6;50,5060101,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,102
50602,506,正厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,11001,50602-9984,50603,521;359,25000,3,0,5,1;40,,,,,#palace_stage_icon_lock_2.png;#palace_stage_icon_unlock_2.png,#monster0001_headiconM.png,,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1400,0,5;6;50,5060201,0,0,"(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,4,101
50603,506,界石,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1005,50603-3840,50604,478;234,26000,6,0,5,1;40,,,,,#palace_stage_icon_lock_3.png;#palace_stage_icon_unlock_3.png,#monster0001_headiconM.png,,#stagePrivew_1005.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1800,0,5;6;50,5060301,0,0,"(16,115);(16,116)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,102
50604,506,后厅,数数多少个字凑十个吧,7,1006,50604-3840,50605,627;246,27000,5,0,5,1;40,,,,,#palace_stage_icon_lock_4.png;#palace_stage_icon_unlock_4.png,#monster0001_headiconM.png,,#stagePrivew_1006.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,2200,0,5;6;50,5060401,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,7,101
50605,506,眼宗宗主,数数多少个字凑十个吧数数多少个字凑十个吧,7,1003,50605-3840,,660;408,28000,2,0,1,1;40,,,,,#palace_stage_icon_lock_5.png;#palace_stage_icon_unlock_5.png,#monster0011_headiconM.png,#servantPic_0011.png,#stagePrivew_1003.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,3;1;至少使用一次急速模式,5;1;击杀乱入者,3000,0,5;6;300,5060501,0,0,"(12,1004);(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,90,300,0,1,我精心谋划的未来是不会被你们轻易破坏的！;冲动解决不了问题，欲成大事必须先作谋划;我的瞳术能看见未来！你赢不了我！,1,102
50701,507,前厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1005,50701-3840,50702,827;328,30000,3,0,5,1;45,,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,#monster0001_headiconM.png,,#stagePrivew_1005.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1000,0,5;7;50,5070101,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,101
50702,507,正厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,11001,50702-9984,50703,860;177,32000,3,0,5,1;45,,,,,#palace_stage_icon_lock_2.png;#palace_stage_icon_unlock_2.png,#monster0001_headiconM.png,,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1400,0,5;7;50,5070201,0,0,"(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,4,102
50703,507,界石,数数多少个字凑十个吧,7,1007,50703-3840,50704,203;443,34000,6,0,5,1;45,,,,,#palace_stage_icon_lock_3.png;#palace_stage_icon_unlock_3.png,#monster0001_headiconM.png,,#stagePrivew_1007.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1800,0,5;7;50,5070301,0,0,"(16,115);(16,116)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,101
50704,507,后厅,数数多少个字凑十个吧数数多少个字凑十个吧,7,1002,50704-3840,50705,332;530,36000,5,0,5,1;45,,,,,#palace_stage_icon_lock_4.png;#palace_stage_icon_unlock_4.png,#monster0001_headiconM.png,,#stagePrivew_1002.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,2200,0,5;7;50,5070401,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,7,102
50705,507,身宗宗主,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1001,50705-3840,,332;381,38000,2,0,1,1;45,,,,,#palace_stage_icon_lock_5.png;#palace_stage_icon_unlock_5.png,#monster0062_headiconM.png,#servantPic_0062.png,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,3;1;至少使用一次急速模式,5;1;击杀乱入者,3000,0,5;7;300,5070501,0,0,"(12,1005);(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,90,300,0,1,无尽的水流将你们逐出这片土地！;上善若水，然而水能载舟，亦能覆舟。;不要小瞧柔软的水啊，水流也会有狂暴的一面。,1,101
50801,508,前厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1000,50801-3840,50802,521;359,39000,3,0,5,1;50,,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,#monster0001_headiconM.png,,#stagePrivew_1000.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1000,0,5;8;50,5080101,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,102
50802,508,正厅,数数多少个字凑十个吧,7,11001,50802-9984,50803,478;234,40000,3,0,5,1;50,,,,,#palace_stage_icon_lock_2.png;#palace_stage_icon_unlock_2.png,#monster0001_headiconM.png,,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1400,0,5;8;50,5080201,0,0,"(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,4,101
50803,508,界石,数数多少个字凑十个吧数数多少个字凑十个吧,7,1001,50803-3840,50804,627;246,41000,6,0,5,1;50,,,,,#palace_stage_icon_lock_3.png;#palace_stage_icon_unlock_3.png,#monster0001_headiconM.png,,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1800,0,5;8;50,5080301,0,0,"(16,115);(16,116)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,102
50804,508,后厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1007,50804-3840,50805,660;408,42000,5,0,5,1;50,,,,,#palace_stage_icon_lock_4.png;#palace_stage_icon_unlock_4.png,#monster0001_headiconM.png,,#stagePrivew_1007.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,2200,0,5;8;50,5080401,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,7,101
50805,508,步宗宗主,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1007,50805-3840,,827;328,43000,2,0,1,1;50,,,,,#palace_stage_icon_lock_5.png;#palace_stage_icon_unlock_5.png,#monster0064_headiconM.png,#servantPic_0064.png,#stagePrivew_1007.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,3;1;至少使用一次急速模式,5;1;击杀乱入者,3000,0,5;8;300,5080501,0,0,"(12,1005);(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,90,300,0,1,好……很好！释放你的韵力吧！试着打倒我吧！;哈哈哈哈，来来来，一起打一场！;真正的京剧猫，当以拳交心！,1,102
50901,509,前厅,数数多少个字凑十个吧,7,1007,50301-3840,50902,860;177,45000,3,0,5,1;55,,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,#monster0001_headiconM.png,,#stagePrivew_1007.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1000,0,5;9;50,5090101,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,101
50902,509,正厅,数数多少个字凑十个吧数数多少个字凑十个吧,7,11001,50802-9984,50903,203;443,47000,3,0,5,1;55,,,,,#palace_stage_icon_lock_2.png;#palace_stage_icon_unlock_2.png,#monster0001_headiconM.png,,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1400,0,5;9;50,5090201,0,0,"(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,4,102
50903,509,界石,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1002,50303-3840,50904,332;530,49000,6,0,5,1;55,,,,,#palace_stage_icon_lock_3.png;#palace_stage_icon_unlock_3.png,#monster0001_headiconM.png,,#stagePrivew_1002.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1800,0,5;9;50,5090301,0,0,"(16,115);(16,116)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,101
50904,509,后厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1004,50304-3840,50905,332;381,51000,5,0,5,1;55,,,,,#palace_stage_icon_lock_4.png;#palace_stage_icon_unlock_4.png,#monster0001_headiconM.png,,#stagePrivew_1004.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,2200,0,5;9;50,5090401,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,7,102
50905,509,唱宗宗主,数数多少个字凑十个吧,7,1004,50305-3840,,521;359,53000,2,0,1,1;55,,,,,#palace_stage_icon_lock_5.png;#palace_stage_icon_unlock_5.png,#monster0061_headiconM.png,#servantPic_0061.png,#stagePrivew_1004.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,3;1;至少使用一次急速模式,5;1;击杀乱入者,3000,0,5;9;300,5090501,0,0,"(12,1005);(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,90,300,0,1,练习时间到此为止！拿出真本事来！;别想偷懒！让我看看你进步的怎么样。;让我来教你，如何成为真正的京剧猫！,1,101
51001,510,前厅,数数多少个字凑十个吧数数多少个字凑十个吧,7,1005,50401-3840,51002,478;234,55000,3,0,5,1;60,,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,#monster0001_headiconM.png,,#stagePrivew_1005.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1000,0,5;10;50,5100101,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,102
51002,510,正厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,11001,50802-9984,51003,627;246,57000,3,0,5,1;60,,,,,#palace_stage_icon_lock_2.png;#palace_stage_icon_unlock_2.png,#monster0001_headiconM.png,,#stagePrivew_1001.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1400,0,5;10;50,5100201,0,0,"(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,4,101
51003,510,界石,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1007,50403-3840,51004,660;408,59000,6,0,5,1;60,,,,,#palace_stage_icon_lock_3.png;#palace_stage_icon_unlock_3.png,#monster0001_headiconM.png,,#stagePrivew_1007.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1800,0,5;10;50,5100301,0,0,"(16,115);(16,116)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,102
51004,510,后厅,数数多少个字凑十个吧,7,1003,50404-3840,51005,827;328,61000,5,0,5,1;60,,,,,#palace_stage_icon_lock_4.png;#palace_stage_icon_unlock_4.png,#monster0001_headiconM.png,,#stagePrivew_1003.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,2200,0,5;10;50,5100401,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,7,101
51005,510,念宗宗主,数数多少个字凑十个吧数数多少个字凑十个吧,7,1007,50405-3840,,860;177,63000,2,0,1,1;60,,,,,#palace_stage_icon_lock_5.png;#palace_stage_icon_unlock_5.png,#monster0015_headiconM.png,#servantPic_0015.png,#stagePrivew_1007.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,3;1;至少使用一次急速模式,5;1;击杀乱入者,3000,0,5;10;300,5100501,0,0,"(12,1005);(16,113);(16,114)","(0,0)",0_0_0,"(0,0)",0,90,300,0,1,我一挥手，你就死了。接招吧！;来吧，成为我的傀儡吧！;操控人心，是多么美妙的事情。,1,102
51101,511,前厅,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,7,1007,50501-3840,51102,203;443,65000,3,0,5,1;65,,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,#monster0001_headiconM.png,,#stagePrivew_1007.png,6;0;通关关卡,1;150;通关时间小于2'30'',4;25;生命值未低于25%,,,1000,0,5;11;50,5110101,0,0,"(16,111);(16,112)","(0,0)",0_0_0,"(0,0)",0,0,300,3,0,,6,101
