skillId,name,desc,desc1,type,subType,target,maxLevel,frameStart,frameCount,airFrameInfostart,airFrameInfototalNum,impactFrameInfo,effectIds,resPrefix,icon,anchorPoint,control,controlSpeed,loopNum,loopFrameStart,loopFrameEnd,canTurnFace,disableUpgrade,attackRange,normalMode,fastMode,distance,hprate,changeStatus,openLv
2004,火照狼山,"18<row><color=156,171,112>快速的使用棍棒戳刺对手。",快速的使用棍棒戳刺对手。,1,-1,1,80,0,100,0,0,,,hero0002_skill06,#skill_2004.png,0.5;0.305,0,0,0,0,0,FALSE,FALSE,-75;-12;240;250,0_47;84_99,0_99,,,,3
2005,火树银花,"18<row><color=156,171,112>卷起火圈推向对手，让对手炽热燃烧。",卷起火圈推向对手，让对手炽热燃烧。,1,-1,1,80,0,80,0,0,,,hero0002_skill07,#skill_2005.png,0.5;0.305,0,0,0,0,0,FALSE,FALSE,-75;-12;120;125,0_56,0_79,,,,5
2006,寻根拔树,"18<row><color=156,171,112>大幅挥动棍棒，给予对手致命打击并造成<row><color=156,171,112>中毒。",大幅挥动棍棒，给予对手致命打击并造成中毒。,1,-1,1,80,0,94,0,0,,,hero0002_skill08,#skill_2006.png,0.5;0.305,0,0,3,14,27,FALSE,FALSE,-75;-12;250;260,0_53;79_93,0_39;54_93,,,,10
2007,棍扫落叶,"18<row><color=156,171,112>向前突进，并对对手进行连续的大弧度棍<row><color=156,171,112>击。",向前突进，并对对手进行连续的大弧度棍击。,1,-1,1,80,0,115,0,0,,,hero0002_skill09,#skill_2007.png,0.5;0.305,0,0,3,10,22,FALSE,FALSE,-75;-12;200;250,0_49;103_114,0_36;50_114,,,,20
2008,野火燎原,"18<row><color=156,171,112>挥击棍棒，击打面前的对手。",挥击棍棒，击打面前的对手。,1,-1,1,80,0,105,0,0,,,hero0002_skill10,#skill_2008.png,0.5;0.305,0,0,0,0,0,FALSE,FALSE,-75;-12;170;180,0_45,0_104,,,,30
2009,风入松,"18<row><color=156,171,112>化身猛虎冲向对手，并对沿途的对手造成伤害。",化身猛虎冲向对手，并对沿途的对手造成伤害。,1,3,1,1,0,83,0,0,,,hero0002_skill11,#skill_2009.png,0.5;0.305,0,0,0,0,0,FALSE,TRUE,-750;-720;1250;1300,,,,,,0
2010,镜花水月,"18<row><color=156,171,112>化身千万，给予全场对手猛烈打击。",化身千万，给予全场对手猛烈打击。,1,3,1,1,0,145,0,0,,,hero0002_skill12,#skill_2010.png,0.5;0.305,0,0,0,0,0,FALSE,TRUE,-750;-720;1250;1300,,,,,,0
2011,象棋乱打,"18<row><color=156,171,112>将韵力化为会爆炸的棋子，轰击全场区域。",将韵力化为会爆炸的棋子，轰击全场区域。,1,3,1,1,0,100,0,0,,,hero0002_skill13,#skill_2011.png,0.5;0.305,0,0,3,76,95,FALSE,TRUE,-750;-720;1250;1300,,,,,,0
3001,白糖普攻,白糖普攻,白糖普攻,1,-1,1,1,0,192,0,0,,,hero0003_skill01,#skill_3001.png,0.5;0.215,0,0,0,0,0,FALSE,TRUE,-30;-20;170;180,,,,,,0
3002,白糖空中普攻,白糖空中普攻,白糖空中普攻,1,2,1,1,0,84,33,21,,,hero0003_skill02,#skill_3002.png,0.5;0.215,0,0,0,0,0,FALSE,TRUE,-30;-20;130;140,,,,,,0
3003,绞杀陷阱,"18<row><color=156,171,112>在身体周围留下持续伤害的陷阱，并且将<row><color=156,171,112>敌人拉到陷阱中。",在身体周围留下持续伤害的陷阱，并且将敌人拉到陷阱中。,1,-1,1,80,0,150,0,0,,,hero0003_skill05,#skill_3003.png,0.5;0.215,0,0,1,9,29,FALSE,FALSE,-30;-20;130;150,0_65,0_59;66_149,,,,10
3004,爆裂黑洞,"18<row><color=156,171,112>在法杖前端凝聚力量，达到顶点时，将能<row><color=156,171,112>量球向前打出。",在法杖前端凝聚力量，达到顶点时，将能量球向前打出。,1,-1,1,80,0,83,0,0,,,hero0003_skill06,#skill_3004.png,0.5;0.215,0,0,7,11,22,FALSE,FALSE,130;140;350;380,0_8;10_32,0_7;9_26;33_82,,,,1
3005,分身术,"18<row><color=156,171,112>向前冲刺，并在原地留下分身。",向前冲刺，并在原地留下分身。,1,-1,1,80,0,76,0,0,,,hero0003_skill07,#skill_3005.png,0.5;0.215,0,0,2,40,51,FALSE,FALSE,-100;-80;80;100,0_18;33_39,0_33;40_75,,,,3
3006,高空轰炸,"18<row><color=156,171,112>跳跃到空中，对地面进行狂轰滥炸。",跳跃到空中，对地面进行狂轰滥炸。,1,-1,1,80,0,96,0,0,,,hero0003_skill08,#skill_3006.png,0.5;0.215,0,0,0,18,41,FALSE,FALSE,130;140;350;380,0_53,0_44;54_95,,,,5
3007,韵能炸弹,"18<row><color=156,171,112>向前飞跃一段距离，并在经过的道路上留<row><color=156,171,112>下韵能炸弹。",向前飞跃一段距离，并在经过的道路上留下韵能炸弹。,1,-1,1,80,0,90,0,0,,,hero0003_skill09,#skill_3007.png,0.5;0.215,0,0,0,0,0,FALSE,FALSE,0;12;150;200,0_47,0_42;48_90,,,,20
3008,神韵护体,"18<row><color=156,171,112>蓄力后使自己获得神韵，周期性对周围敌<row><color=156,171,112>人造成伤害。",蓄力后使自己获得神韵，周期性对周围敌人造成伤害。,1,-1,1,80,0,111,0,0,,,hero0003_skill10,#skill_3008.png,0.5;0.215,0,0,4,27,47,FALSE,FALSE,-120;-100;100;120,0_8;66_111,0_8;66_111,,,,30
3009,宇宙锋,"18<row><color=156,171,112>将韵力凝聚在法杖顶端，幻化成新的武器，攻击敌<row><color=156,171,112>人。",将韵力凝聚在法杖顶端，幻化成新的武器，攻击敌人。,1,3,1,1,0,108,0,0,,,hero0003_skill11,#skill_3009.png,0.5;0.215,0,0,0,0,0,FALSE,TRUE,75;120;150;200,,,,,,0
3010,奔龙,"18<row><color=156,171,112>召唤出金龙造成大量伤害。",召唤出金龙造成大量伤害。,1,3,1,1,0,153,0,0,,,hero0003_skill12,#skill_3010.png,0.5;0.215,0,0,0,0,0,FALSE,TRUE,75;120;150;200,,,,,,0
3011,韵之觉醒,"18<row><color=156,171,112>化身为守护神姿态，进行疯狂攻击。",化身为守护神姿态，进行疯狂攻击。,1,3,1,1,0,233,0,0,,,hero0003_skill13,#skill_3011.png,0.5;0.215,0,0,0,0,0,FALSE,TRUE,75;120;150;200,,,,,,0
4001,小青普攻,小青普攻,小青普攻,1,-1,1,1,0,123,0,0,,,hero0004_skill01,#skill_4001.png,0.5;0.19,0,0,0,0,0,FALSE,TRUE,-30;-20;170;180,,,,,,0
4002,小青空中普攻,小青空中普攻,小青空中普攻,1,2,1,1,0,57,24,33,,,hero0004_skill02,#skill_4002.png,0.5;0.19,0,0,0,0,0,FALSE,TRUE,-30;-20;130;140,,,,,,0
4003,细雪,"18<row><color=156,171,112>在身体周围留下持续伤害的陷阱，并且将<row><color=156,171,112>敌人拉到陷阱中。",在身体周围留下持续伤害的陷阱，并且将敌人拉到陷阱中。,1,-1,1,80,0,42,0,0,,,hero0004_skill05,#skill_4003.png,0.5;0.19,0,0,0,0,0,FALSE,FALSE,-30;-20;130;150,0_65,0_59;66_149,,,,1
4004,残霜,"18<row><color=156,171,112>在法杖前端凝聚力量，达到顶点时，将能<row><color=156,171,112>量球向前打出。",在法杖前端凝聚力量，达到顶点时，将能量球向前打出。,1,-1,1,80,0,117,0,0,,,hero0004_skill06,#skill_4004.png,0.5;0.19,0,0,0,0,0,FALSE,FALSE,130;140;350;380,0_8;10_32,0_7;9_26;33_82,,,,3
4005,花雨,"18<row><color=156,171,112>向前冲刺，并在原地留下分身。",向前冲刺，并在原地留下分身。,1,-1,1,80,0,54,0,0,,,hero0004_skill07,#skill_4005.png,0.5;0.19,0,0,0,0,0,FALSE,FALSE,-100;-80;80;100,0_18;33_39,0_33;40_75,,,,5
4006,胧冰,"18<row><color=156,171,112>跳跃到空中，对地面进行狂轰滥炸。",跳跃到空中，对地面进行狂轰滥炸。,1,-1,1,80,0,57,0,0,,,hero0004_skill08,#skill_4006.png,0.5;0.19,0,0,0,0,0,FALSE,FALSE,130;140;350;380,0_53,0_44;54_95,,,,10
4007,碎浪,"18<row><color=156,171,112>向前飞跃一段距离，并在经过的道路上留<row><color=156,171,112>下韵能炸弹。",向前飞跃一段距离，并在经过的道路上留下韵能炸弹。,1,-1,1,80,0,48,0,0,,,hero0004_skill09,#skill_4007.png,0.5;0.19,0,0,0,0,0,FALSE,FALSE,0;12;150;200,0_47,0_42;48_90,,,,20
4008,月下一闪,"18<row><color=156,171,112>蓄力后使自己获得神韵，周期性对周围敌<row><color=156,171,112>人造成伤害。",蓄力后使自己获得神韵，周期性对周围敌人造成伤害。,1,-1,1,80,0,117,0,0,,,hero0004_skill10,#skill_4008.png,0.5;0.19,0,0,0,0,0,FALSE,FALSE,-120;-100;100;120,0_8;66_111,0_8;66_111,,,,30
4009,凌霜箭,"18<row><color=156,171,112>将韵力凝聚在法杖顶端，幻化成新的武器，攻击敌<row><color=156,171,112>人。",将韵力凝聚在法杖顶端，幻化成新的武器，攻击敌人。,1,3,1,1,0,47,0,0,,,hero0004_skill11,#skill_4009.png,0.5;0.19,0,0,0,0,0,FALSE,TRUE,75;120;150;200,,,,,,0
4010,冰蝶之舞,"18<row><color=156,171,112>召唤出金龙造成大量伤害。",召唤出金龙造成大量伤害。,1,3,1,1,0,51,0,0,,,hero0004_skill12,#skill_4010.png,0.5;0.19,0,0,0,0,0,FALSE,TRUE,75;120;150;200,,,,,,0
4011,水月之轮,"18<row><color=156,171,112>化身为守护神姿态，进行疯狂攻击。",化身为守护神姿态，进行疯狂攻击。,1,3,1,1,0,45,0,0,,,hero0004_skill13,#skill_4011.png,0.5;0.19,0,0,0,0,0,FALSE,TRUE,75;120;150;200,,,,,,0
1000101,狂暴猫,狂暴猫1,,1,-1,1,1,0,14,0,0,,,monster0001_skill01,,0.5;0.23,0,0,0,0,0,FALSE,TRUE,75;120;250;300,,,,,,0
1000102,狂暴猫,狂暴猫2,,1,-1,1,1,0,15,0,0,,,monster0001_skill02,,0.5;0.23,0,0,0,0,0,FALSE,TRUE,75;120;275;325,,,,,,0
1000103,旋风锤,"18<row><color=136,140,107>急速旋转双锤，如旋风般攻击对手",,1,-1,1,1,0,18,0,0,,,monster0001_skill03,,0.5;0.23,0,0,5,0,9,FALSE,TRUE,150;200;225;275,,,,,,0
1000104,狂暴猫,扔陨石,,1,-1,1,1,0,15,0,0,,,monster0001_skill02,,0.5;0.23,0,0,0,0,0,FALSE,TRUE,-2075;-2020;2750;3250,,,,,,0
1000105,狂暴猫,扔陨石,,1,-1,1,1,0,15,0,0,,,monster0001_skill02,,0.5;0.23,0,0,0,0,0,FALSE,TRUE,-2075;-2020;2750;3250,,,,,,0
1000106,狂暴猫,扔陨石,,1,-1,1,1,0,15,0,0,,,monster0001_skill02,,0.5;0.23,0,0,0,0,0,FALSE,TRUE,-2075;-2020;2750;3250,,,,,,0
1000111,狂暴猫,狂暴猫，秀,,1,-1,1,1,0,50,0,0,,,monster0001_skill11,,0.5;0.23,0,0,0,0,0,FALSE,TRUE,150;200;525;575,,,,,,0
1000201,蒙面猫,蒙面猫1,,1,-1,1,1,0,17,0,0,,,monster0002_skill01,,0.5;0.18,0,0,0,0,0,FALSE,TRUE,-75;-25;175;225,,,,,,0
1000202,蒙面猫,蒙面猫2,,1,-1,1,1,0,25,0,0,,,monster0002_skill02,,0.5;0.18,0,0,0,0,0,FALSE,TRUE,-98;-48;200;240,,,,,,0
1000301,飞行猫,飞行猫1,,1,-1,1,1,0,14,0,0,,,monster0003_skill01,,0.5;0.28,0,0,0,0,0,FALSE,TRUE,150;200;300;350,,,,,,0
1000302,飞行猫,飞行猫2,,1,-1,1,1,0,24,0,0,,,monster0003_skill02,,0.5;0.28,0,0,0,0,0,FALSE,TRUE,100;150;310;380,,,,,,0
1000401,盾猫,盾猫1,,1,-1,1,1,0,22,0,0,,,monster0004_skill01,,0.5;0.28,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,,,,0
1000402,盾猫,盾猫2,,1,-1,1,1,0,20,0,0,,,monster0004_skill02,,0.5;0.28,0,0,0,0,0,FALSE,TRUE,75;125;225;275,,,,,,0
1000501,巨型猫,巨型猫1,,1,-1,1,1,0,27,0,0,,,monster0005_skill01,,0.5;0.33,0,0,0,0,0,FALSE,TRUE,-150;-100;150;300,,,,,,0
1000502,巨型猫,巨型猫2,,1,-1,1,1,0,44,0,0,,,monster0005_skill02,,0.5;0.33,0,0,0,0,0,FALSE,TRUE,-203;-153;202;352,,,,,,0
1000503,棍影千叠,"18<row><color=136,140,107>旋风般冲向对手发起攻击",,1,-1,1,1,0,26,0,0,,,monster0005_skill03,,0.5;0.33,0,0,3,0,8,FALSE,TRUE,-400;-250;300;450,,,,,,0
1000601,炸弹喵,炸弹喵1,,1,-1,1,1,0,16,0,0,,,monster0006_skill01,,0.5;0.18,0,0,0,0,0,FALSE,TRUE,-75;-25;75;125,,,"0_300_2,300_1500_1",,,0
1000602,炸弹喵,炸弹喵2,,1,-1,1,1,0,18,0,0,,,monster0006_skill02,,0.5;0.18,0,0,0,0,0,FALSE,TRUE,-150;-100;150;200,,,"0_300_2,300_1500_1",,,0
1000603,雷火劫,"18<row><color=136,140,107>快速冲到对手面前，在对手身上引爆炸弹",,1,4,1,1,0,48,0,0,"15,8",,monster0006_skill03,,0.5;0.18,0,0,0,0,0,FALSE,TRUE,-150;-100;250;400,,,"0_300_1,300_1500_2",,,0
10006101,炸弹喵,炸弹喵2,,1,-1,1,1,0,18,0,0,,,monster0006_skill02,,0.5;0.18,0,0,0,0,0,FALSE,TRUE,-1500;0;0;1500,,,,,,0
1000701,魔物,魔物抓挠,,1,-1,1,1,0,29,0,0,,,monster0007_skill01,,0.5;0.081,0,0,0,0,0,FALSE,TRUE,-1500;-1300;1500;1700,,,"-1500_-180_1,-180_180_0,180_1500_1","0_50_3,50_100_0",,0
1000702,魔物,魔物吼,,1,-1,1,1,0,60,0,0,,,monster0007_skill02,,0.5;0.081,0,0,0,0,0,FALSE,TRUE,-1500;-1300;1500;1700,,,,"0_50_0,50_100_0",,0
1000703,魔物,魔物口,,1,-1,1,1,0,87,0,0,,,monster0007_skill03,,0.5;0.081,0,0,0,0,0,FALSE,TRUE,-1500;-1300;1500;1700,,,"-1500_-180_0,-180_180_1,180_1500_0","0_50_3,50_100_3",,0
1000704,魔物,魔物左拳,,1,-1,1,1,0,86,0,0,,,monster0007_skill04,,0.5;0.081,0,0,0,0,0,FALSE,TRUE,-1500;-1300;1500;1700,,,"-1500_-180_1,-180_180_0,180_1500_0","0_50_0,50_100_3",,0
1000705,魔物,魔物右拳,,1,-1,1,1,0,86,0,0,,,monster0007_skill05,,0.5;0.081,0,0,0,0,0,FALSE,TRUE,-1500;-1300;1500;1700,,,"-1500_-180_0,-180_180_0,180_1500_1","0_50_0,50_100_3",,0
1000706,魔物,魔物上跳,,1,-1,1,1,0,24,0,0,,,monster0007_skill06,,0.5;0.081,0,0,0,0,0,FALSE,TRUE,-1500;-1300;1500;1700,,,,,,0
1000707,魔物,魔物下落,,1,-1,1,1,0,28,0,0,,,monster0007_skill07,,0.5;0.081,0,0,0,0,0,FALSE,TRUE,-1500;-1300;1500;1700,,,"-1500_-350_0,-350_350_0350_1500_1",,,0
1000708,魔物,魔物口大,,1,-1,1,1,0,87,0,0,,,monster0007_skill03,,0.5;0.081,0,0,0,0,0,FALSE,TRUE,-1500;-1300;1500;1700,,,,"0_50_0,50_100_0",,0
1000801,纳宗宗主,纳宗宗主1,,1,-1,1,1,0,18,0,0,,,monster0008_skill01,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,-300;-250;600;650,,,,,,0
1000802,纳宗宗主,纳宗宗主2,,1,-1,1,1,0,27,0,0,,,monster0008_skill02,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,-225;-175;350;450,,,,,,0
1000803,追魂莲花落,"18<row><color=136,140,107>将戒弩抛向空中，向地面射出大量箭矢",,1,-1,1,1,0,69,0,0,,,monster0008_skill03,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,-150;-100;250;300,,,,,,0
1000804,纳宗宗主,纳宗宗主4,,1,-1,1,1,0,25,0,0,,,monster0008_skill04,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,-188;-138;600;650,,,,,,0
1000805,纳宗宗主,纳宗宗主5,,1,-1,1,1,0,27,0,0,,,monster0008_skill05,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,-263;-213;600;650,,,,,,0
1000811,纳宗宗主,纳宗宗主前冲,,1,-1,1,1,0,14,0,0,,,monster0008_charge01,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1000812,纳宗宗主,纳宗宗主后撤,,1,-1,1,1,0,14,0,0,,,monster0008_retreated01,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1000813,纳宗宗主,纳宗宗主嘲讽,,1,-1,1,1,0,36,0,0,,,monster0008_taunt01,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1000814,纳宗宗主,纳宗宗主悲伤,,1,-1,1,1,0,39,0,0,,,monster0008_sad01,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
1000815,纳宗宗主,纳宗宗主愤怒,,1,-1,1,1,0,51,0,0,,,monster0008_anger01,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
10008101,纳宗宗主普攻,纳宗宗主1,,1,-1,1,1,0,18,0,0,,,monster0008_skill01,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,-350;-250;250;350,,,"-250_-120_1,-120_120_0,120_250_1",,,0
10008102,纳宗宗主技能1,纳宗宗主2,,1,-1,1,1,0,27,0,0,,,monster0008_skill02,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,-225;-175;350;450,,,"-1500_-120_0,-120_120_1,120_1500_0",,,0
10008103,纳宗宗主技能3,纳宗宗主4,,1,-1,1,1,0,25,0,0,,,monster0008_skill04,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,-188;-138;600;650,,,,,,0
10008104,纳宗宗主技能4-1,纳宗宗主5,,1,-1,1,1,0,27,0,0,,,monster0008_skill05,,0.5;0.16,0,0,0,12,23,FALSE,TRUE,-263;-213;600;650,,,"-1500_-120_0,-120_120_0,120_1500_0",,,0
10008105,纳宗宗主技能4-2,纳宗宗主5,,1,-1,1,1,0,27,0,0,,,monster0008_skill05,,0.5;0.16,0,0,2,12,23,FALSE,TRUE,-263;-213;600;650,,,"-1500_-120_0,-120_120_0,120_1500_0",,,0
10008106,纳宗宗主技能4-3,纳宗宗主5,,1,-1,1,1,0,27,0,0,,,monster0008_skill05,,0.5;0.16,0,0,3,12,23,FALSE,TRUE,-263;-213;600;650,,,"-1500_-120_0,-120_120_0,120_1500_0",,,0
10008107,纳宗宗主后撤,纳宗宗主后撤,,1,-1,1,1,0,14,0,0,,,monster0008_retreated01,,0.5;0.16,0,0,0,0,0,FALSE,TRUE,100;150;600;650,,,,,,0
10008108,纳宗宗主愤怒,纳宗宗主愤怒,,1,-1,1,1,0,51,0,0,,,monster0008_anger01,,0.5;0.16,0,0,3,3,17,FALSE,TRUE,100;150;600;650,,,,,,0
10008109,纳宗宗主悲伤,纳宗宗主悲伤,,1,-1,1,1,0,39,0,0,,,monster0008_sad01,,0.5;0.16,0,0,10,9,29,FALSE,TRUE,100;150;600;650,,,,,,0
1000901,录宗宗主,录宗宗主1,,1,-1,1,1,0,27,0,0,,,monster0009_skill01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,-188;-138;600;650,,,"0_250_1.5,250_500_1,500_1200_0","0_30_1.5,30_80_2,80_100_1",,0
1000902,录宗宗主,录宗宗主2,,1,-1,1,1,0,64,0,0,,,monster0009_skill02,,0.5;0.32,0,0,3,26,50,FALSE,TRUE,-203;-153;202;252,,,"0_250_1.5,250_500_1,500_1200_2","0_30_2,30_80_2,80_100_2",,0
1000903,墨龙吟,"18<row><color=136,140,107>用画笔绘出墨龙攻击对手",,1,-1,1,1,0,74,0,0,,,monster0009_skill03,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,-263;-213;900;950,,,"0_250_0,250_500_0,500_1200_0","0_30_0,30_80_0,80_100_0",,0
1000904,录宗宗主,录宗宗主4,,1,-1,1,1,0,46,0,0,,,monster0009_skill04,,0.5;0.32,0,0,3,12,17,FALSE,TRUE,200;250;900;950,,,"0_250_1,250_500_2,500_1200_2","0_30_1.5,30_80_1,80_100_2",,0
1000905,录宗宗主,录宗宗主5,,1,-1,1,1,0,43,0,0,,,monster0009_skill05,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,200;250;400;450,,,"0_250_1,250_500_1,500_1200_1","0_30_0,30_80_0,80_100_0",,0
1000906,录宗宗主,录宗宗主6,,1,-1,1,1,0,229,0,0,,,monster0009_skill06,,0.5;0.32,0,0,5,12,38,FALSE,TRUE,-188;-138;2600;2650,,,,,,0
1000911,录宗宗主,录宗宗主前冲,,1,-1,1,1,0,15,0,0,,,monster0009_charge01,,0.5;0.32,0,0,1,4,7,FALSE,TRUE,400;440;450;500,,,,,,0
1000912,录宗宗主,录宗宗主后撤,,1,-1,1,1,0,15,0,0,,,monster0009_retreated01,,0.5;0.32,0,0,1,4,7,FALSE,TRUE,400;440;450;500,,,,,,0
1000913,录宗宗主,录宗宗主嘲讽,,1,-1,1,1,0,36,0,0,,,monster0009_taunt01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
1000914,录宗宗主,录宗宗主悲伤,,1,-1,1,1,0,57,0,0,,,monster0009_sad01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
1000915,录宗宗主,录宗宗主愤怒,,1,-1,1,1,0,38,0,0,,,monster0009_anger01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
10009101,录宗宗主普攻,录宗宗主1,,1,-1,1,1,0,27,0,0,,,monster0009_skill01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,-188;-138;600;650,,,,,,0
10009102,录宗宗主技能1,录宗宗主2,,1,-1,1,1,0,64,0,0,,,monster0009_skill02,,0.5;0.32,0,0,3,26,50,FALSE,TRUE,-203;-153;202;252,,,"-1500_-120_0,-120_120_1,120_1500_0",,,0
10009103,录宗宗主技能3,录宗宗主4,,1,-1,1,1,0,46,0,0,,,monster0009_skill04,,0.5;0.32,0,0,8,12,17,FALSE,TRUE,-188;-138;600;650,,,,,,0
10009104,录宗宗主技能4,录宗宗主5,,1,-1,1,1,0,43,0,0,,,monster0009_skill05,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,-188;-138;400;450,,,,,,0
10009105,录宗宗主愤怒,录宗宗主愤怒,,1,-1,1,1,0,38,0,0,,,monster0009_anger01,,0.5;0.32,0,0,0,0,0,FALSE,TRUE,400;440;450;500,,,,,,0
10009106,录宗宗主技能1转场,录宗宗主2,,1,-1,1,1,0,50,0,0,,,monster0009_skill02,,0.5;0.15,0,0,0,26,50,FALSE,TRUE,-203;-153;202;252,,,,,,0
10009107,录宗宗主嘲讽1,录宗宗主嘲讽,,1,-1,1,1,0,36,0,0,,,monster0009_taunt01,,0.5;0.32,0,0,3,12,23,FALSE,TRUE,-188;-138;400;450,,,,,,0
