stageId,chapterId,floor,name,desc,finShowList,point,stageStepCount,icon,awardGold,awardExp,awardOther,awardID,firstAwardID,mopuptype,event1,eventrate1,event2,eventrate2,event3,eventrate3,event4,eventrate4,event5,eventrate5,
1023,1,23,鼓第23层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,25,,,3,102301,5000,102302,1250,102303,1250,102304,1250,102305,1250,
1024,1,24,鼓第24层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,25,,,3,102401,10000,102402,0,102403,0,102404,0,102405,0,
1025,1,25,鼓第25层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,40,,,3,102501,5000,102502,1250,102503,1250,102504,1250,102505,1250,
1026,1,26,鼓第26层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,30,,,3,102601,10000,102602,0,102603,0,102604,0,102605,0,
1027,1,27,鼓第27层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,30,,,3,102701,10000,102702,0,102703,0,102704,0,102705,0,
1028,1,28,鼓第28层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,30,,,3,102801,5000,102802,5000,102803,0,102804,0,102805,0,
1029,1,29,鼓第29层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,30,,,3,102901,10000,102902,0,102903,0,102904,0,102905,0,
1030,1,30,鼓第30层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,45,,,3,103001,10000,103002,0,103003,0,103004,0,103005,0,
2001,2,1,管第1层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,10,,,3,200101,7500,200102,500,200103,1000,200104,500,200105,500,
2002,2,2,管第2层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,10,,,3,200201,2000,200202,1000,200203,5000,200204,2000,200205,0,
2003,2,3,管第3层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,10,,,3,200301,7500,200302,500,200303,1000,200304,500,200305,500,
2004,2,4,管第4层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,10,,,3,200401,1000,200402,2500,200403,2500,200404,2000,200405,2000,
2005,2,5,管第5层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,40,,,3,200501,10000,200502,0,200503,0,200504,0,200505,0,
2006,2,6,管第6层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,20,,,3,200601,7500,200602,500,200603,1000,200604,500,200605,500,
2007,2,7,管第7层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,20,,,3,200701,1000,200702,5000,200703,1500,200704,1500,200705,1000,
2008,2,8,管第8层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,20,,,3,200801,1000,200802,1000,200803,1500,200804,1500,200805,5000,
2009,2,9,管第9层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,20,,,3,200901,2500,200902,2500,200903,5000,200904,0,200905,0,
2010,2,10,管第10层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,50,,,3,201001,10000,201002,0,201003,0,201004,0,201005,0,
2011,2,11,管第11层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,30,,,3,201101,500,201102,1000,201103,500,201104,3000,201105,5000,
2012,2,12,管第12层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,30,,,3,201201,1000,201202,5000,201203,2000,201204,2000,201205,0,
2013,2,13,管第13层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,30,,,3,201301,7500,201302,500,201303,1000,201304,500,201305,500,
2014,2,14,管第14层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,30,,,3,201401,8000,201402,1000,201403,1000,201404,0,201405,0,
2015,2,15,管第15层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,60,,,3,201501,7500,201502,500,201503,1000,201504,500,201505,500,
2016,2,16,管第16层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,40,,,3,201601,7500,201602,500,201603,1000,201604,500,201605,500,
2017,2,17,管第17层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,40,,,3,201701,1000,201702,2500,201703,2500,201704,2000,201705,2000,
2018,2,18,管第18层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,40,,,3,201801,5000,201802,5000,201803,0,201804,0,201805,0,
2019,2,19,管第19层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,40,,,3,201901,2500,201902,5000,201903,2500,201904,0,201905,0,
2020,2,20,管第20层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,70,,,3,202001,8000,202002,1000,202003,500,202004,500,202005,0,
2021,2,21,管第21层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,50,,,3,202101,2500,202102,2500,202103,2500,202104,2500,202105,0,
2022,2,22,管第22层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,50,,,3,202201,7500,202202,500,202203,1000,202204,500,202205,500,
2023,2,23,管第23层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,50,,,3,202301,2500,202302,2500,202303,2500,202304,2500,202305,0,
2024,2,24,管第24层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,50,,,3,202401,7500,202402,500,202403,1000,202404,500,202405,500,
2025,2,25,管第25层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,80,,,3,202501,2500,202502,2500,202503,2500,202504,2500,202505,0,
2026,2,26,管第26层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,60,,,3,202601,7500,202602,500,202603,1000,202604,500,202605,500,
2027,2,27,管第27层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,60,,,3,202701,2500,202702,2500,202703,2500,202704,2500,202705,0,
2028,2,28,管第28层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,60,,,3,202801,8000,202802,1000,202803,1000,202804,0,202805,0,
2029,2,29,管第29层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,60,,,3,202901,1000,202902,2500,202903,2500,202904,2000,202905,2000,
2030,2,30,管第30层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,90,,,3,203001,6000,203002,2000,203003,2000,203004,0,203005,0,
2031,2,31,管第31层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,70,,,3,203101,7500,203102,500,203103,1000,203104,500,203105,500,
2032,2,32,管第32层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,70,,,3,203201,2500,203202,5000,203203,2500,203204,0,203205,0,
2033,2,33,管第33层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,70,,,3,203301,2500,203302,5000,203303,2500,203304,0,203305,0,
2034,2,34,管第34层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,70,,,3,203401,2500,203402,5000,203403,2500,203404,0,203405,0,
2035,2,35,管第35层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,100,,,3,203501,7500,203502,500,203503,1000,203504,500,203505,500,
2036,2,36,管第36层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,80,,,3,203601,500,203602,1000,203603,500,203604,3000,203605,5000,
2037,2,37,管第37层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,80,,,3,203701,7500,203702,500,203703,1000,203704,500,203705,500,
2038,2,38,管第38层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,80,,,3,203801,5000,203802,5000,203803,0,203804,0,203805,0,
2039,2,39,管第39层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,80,,,3,203901,7500,203902,500,203903,1000,203904,500,203905,500,
2040,2,40,管第40层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,110,,,3,204001,4000,204002,3500,204003,2500,204004,0,204005,0,
2041,2,41,管第41层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,90,,,3,204101,7500,204102,500,204103,1000,204104,500,204105,500,
2042,2,42,管第42层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,90,,,3,204201,8000,204202,1000,204203,1000,204204,0,204205,0,
2043,2,43,管第43层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,90,,,3,204301,1000,204302,2500,204303,2500,204304,2000,204305,2000,
2044,2,44,管第44层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,90,,,3,204401,7500,204402,500,204403,1000,204404,500,204405,500,
2045,2,45,管第45层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,120,,,3,204501,2500,204502,2500,204503,2000,204504,2000,204505,1000,
2046,2,46,管第46层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,100,,,3,204601,7500,204602,500,204603,1000,204604,500,204605,500,
2047,2,47,管第47层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,100,,,3,204701,2500,204702,2500,204703,2500,204704,2500,204705,0,
2048,2,48,管第48层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,100,,,3,204801,7500,204802,500,204803,1000,204804,500,204805,500,
2049,2,49,管第49层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,100,,,3,204901,2500,204902,2500,204903,2500,204904,2500,204905,0,
2050,2,50,管第50层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,130,,,3,205001,2500,205002,2000,205003,2500,205004,3000,205005,0,
2051,2,51,管第51层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,110,,,3,205101,10000,205102,0,205103,0,205104,0,205105,0,
2052,2,52,管第52层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,110,,,3,205201,7500,205202,500,205203,1000,205204,500,205205,500,
2053,2,53,管第53层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,110,,,3,205301,2500,205302,2500,205303,2500,205304,2500,205305,0,
2054,2,54,管第54层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,110,,,3,205401,2500,205402,2500,205403,2500,205404,2500,205405,0,
2055,2,55,管第55层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,140,,,3,205501,2500,205502,2500,205503,2500,205504,2500,205505,0,
2056,2,56,管第56层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,120,,,3,205601,10000,205602,0,205603,0,205604,0,205605,0,
2057,2,57,管第57层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,120,,,3,205701,10000,205702,0,205703,0,205704,0,205705,0,
2058,2,58,管第58层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,120,,,3,205801,10000,205802,0,205803,0,205804,0,205805,0,
2059,2,59,管第59层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,120,,,3,205901,10000,205902,0,205903,0,205904,0,205905,0,
2060,2,60,管第60层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,150,,,3,206001,10000,206002,0,206003,0,206004,0,206005,0,
3001,3,1,弦第1层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,20,,,3,300101,2000,300102,2000,300103,2000,300104,2000,300105,2000,10000
3002,3,2,弦第2层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,20,,,3,300201,5000,300202,1250,300203,1250,300204,1250,300205,1250,10000
3003,3,3,弦第3层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,20,,,3,300301,5000,300302,1250,300303,1250,300304,1250,300305,1250,10000
3004,3,4,弦第4层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,20,,,3,300401,5000,300402,1250,300403,1250,300404,1250,300405,1250,10000
3005,3,5,弦第5层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,80,,,3,300501,10000,300502,0,300503,0,300504,0,300505,0,10000
3006,3,6,弦第6层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,40,,,3,300601,5000,300602,1250,300603,1250,300604,1250,300605,1250,10000
3007,3,7,弦第7层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,40,,,3,300701,5000,300702,1250,300703,1250,300704,1250,300705,1250,10000
3008,3,8,弦第8层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,40,,,3,300801,5000,300802,2500,300803,2500,300804,0,300805,0,10000
3009,3,9,弦第9层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,40,,,3,300901,5000,300902,1250,300903,1250,300904,1250,300905,1250,10000
3010,3,10,弦第10层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,100,,,3,301001,10000,301002,0,301003,0,301004,0,301005,0,10000
3011,3,11,弦第11层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,60,,,3,301101,2500,301102,2500,301103,5000,301104,0,301105,0,10000
3012,3,12,弦第12层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,60,,,3,301201,5000,301202,1250,301203,1250,301204,1250,301205,1250,10000
3013,3,13,弦第13层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,60,,,3,301301,5000,301302,1250,301303,1250,301304,1250,301305,1250,10000
3014,3,14,弦第14层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,60,,,3,301401,5000,301402,1250,301403,1250,301404,1250,301405,1250,10000
3015,3,15,弦第15层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,120,,,3,301501,5000,301502,1250,301503,1250,301504,1250,301505,1250,10000
3016,3,16,弦第16层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,80,,,3,301601,5000,301602,2500,301603,2500,301604,0,301605,0,10000
3017,3,17,弦第17层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,80,,,3,301701,5000,301702,1250,301703,1250,301704,1250,301705,1250,10000
3018,3,18,弦第18层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,80,,,3,301801,5000,301802,5000,301803,0,301804,0,301805,0,10000
3019,3,19,弦第19层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,80,,,3,301901,5000,301902,1250,301903,1250,301904,1250,301905,1250,10000
3020,3,20,弦第20层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,140,,,3,302001,9000,302002,500,302003,500,302004,0,302005,0,10000
3021,3,21,弦第21层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,100,,,3,302101,5000,302102,1250,302103,1250,302104,1250,302105,1250,10000
3022,3,22,弦第22层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,100,,,3,302201,2500,302202,2500,302203,2500,302204,2500,302205,0,10000
3023,3,23,弦第23层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,100,,,3,302301,5000,302302,1250,302303,1250,302304,1250,302305,1250,10000
3024,3,24,弦第24层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,100,,,3,302401,5000,302402,2500,302403,2500,302404,0,302405,0,10000
3025,3,25,弦第25层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,160,,,3,302501,5000,302502,1250,302503,1250,302504,1250,302505,1250,10000
3026,3,26,弦第26层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,120,,,3,302601,5000,302602,1250,302603,1250,302604,1250,302605,1250,10000
3027,3,27,弦第27层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,120,,,3,302701,5000,302702,1250,302703,1250,302704,1250,302705,1250,10000
3028,3,28,弦第28层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,120,,,3,302801,5000,302802,1250,302803,1250,302804,1250,302805,1250,10000
3029,3,29,弦第29层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,120,,,3,302901,5000,302902,1250,302903,1250,302904,1250,302905,1250,10000
3030,3,30,弦第30层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,180,,,3,303001,8000,303002,1000,303003,1000,303004,0,303005,0,10000
3031,3,31,弦第31层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,140,,,3,303101,5000,303102,1250,303103,1250,303104,1250,303105,1250,10000
3032,3,32,弦第32层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,140,,,3,303201,5000,303202,2500,303203,2500,303204,0,303205,0,10000
3033,3,33,弦第33层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,140,,,3,303301,5000,303302,1250,303303,1250,303304,1250,303305,1250,10000
3034,3,34,弦第34层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,140,,,3,303401,5000,303402,1250,303403,1250,303404,1250,303405,1250,10000
3035,3,35,弦第35层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,200,,,3,303501,5000,303502,1250,303503,1250,303504,1250,303505,1250,10000
3036,3,36,弦第36层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,160,,,3,303601,2500,303602,2500,303603,5000,303604,0,303605,0,10000
3037,3,37,弦第37层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,160,,,3,303701,5000,303702,1250,303703,1250,303704,1250,303705,1250,10000
3038,3,38,弦第38层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,160,,,3,303801,5000,303802,5000,303803,0,303804,0,303805,0,10000
3039,3,39,弦第39层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,160,,,3,303901,5000,303902,1250,303903,1250,303904,1250,303905,1250,10000
3040,3,40,弦第40层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,220,,,3,304001,1500,304002,7000,304003,1500,304004,0,304005,0,10000
3041,3,41,弦第41层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,180,,,3,304101,5000,304102,2500,304103,2500,304104,0,304105,0,10000
3042,3,42,弦第42层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,180,,,3,304201,5000,304202,1250,304203,1250,304204,1250,304205,1250,10000
3043,3,43,弦第43层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,180,,,3,304301,5000,304302,1250,304303,1250,304304,1250,304305,1250,10000
3044,3,44,弦第44层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,180,,,3,304401,2500,304402,2500,304403,2500,304404,2500,304405,0,10000
3045,3,45,弦第45层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,240,,,3,304501,5000,304502,1250,304503,1250,304504,1250,304505,1250,10000
3046,3,46,弦第46层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,200,,,3,304601,5000,304602,1250,304603,1250,304604,1250,304605,1250,10000
3047,3,47,弦第47层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,200,,,3,304701,5000,304702,1250,304703,1250,304704,1250,304705,1250,10000
3048,3,48,弦第48层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,200,,,3,304801,5000,304802,1250,304803,1250,304804,1250,304805,1250,10000
3049,3,49,弦第49层,完成所有的事件,,,,#palace_stage_icon_lock_1.png;#palace_stage_icon_unlock_1.png,0,0,200,,,3,304901,5000,304902,2500,304903,2500,304904,0,304905,0,10000
