roleID,name,guild,title,level,power,vipLv,modelID,puonfashionID,equipID1,skill1,skill2,skill3,rhymeCount,onstation1,onstation2,onstation3,onstation4,onstation5,MaxHP,MaxMP,MaxSP,PA,PF,MA,MF,HPRecover,MPRecover,SPRecover,AttSpeed,CombinationAtt,MoveSpeed,JumpHeight,FlyTimes,SPDamage,AttPush,AttPushDef,AttRaise,AttRaiseDef,Stiff,StiffDef,BaseCrit,CritRate,CritDef,StunDef,StunTimeDef,SlowDef,SlowTimeDef,PoisonDef,BloodDef,KODef,FloatVal,FloatDef,Fall,FallDef,score
1021,∑Î¥¨,,,54,32503,4,3,"14,301,1","17,8046,1","3003,46","3004,46","3005,45",,"7,27,1","7,33,1","7,50,1","7,40,1","7,30,1",160008,100,8448,4057,1546,3652,1852,0,0,925,30,800,600,175,99,785,0,0,0,0,0,0,2681,6500,1457,0,0,0,0,0,0,99999,0,0,0,0,1337
1022,≈•¿÷≥ÿ,,,54,33844,5,2,"14,202,1","17,7052,1","2003,43","2004,47","2005,53",,"7,18,1","7,13,1","7,36,1","7,6,1","7,49,1",139137,100,8046,4636,1790,4613,1610,0,0,1169,30,800,600,175,99,751,0,0,0,0,0,0,3386,6250,1841,0,0,0,0,0,0,99999,0,0,0,0,1350
1023,ÕÙÿ©,,,56,35797,4,1,"14,101,1","17,6053,1","1003,46","1004,48","1005,46",,"7,24,1","7,1,1","7,10,1","7,53,1","7,36,1",157244,100,9988,4357,2023,4360,2042,0,0,1093,30,800,600,175,99,705,0,0,0,0,0,0,3503,6500,1733,0,0,0,0,0,0,99999,0,0,0,0,1337
1024,Ã’ÃŒ,,,54,31530,4,2,"14,201,1","17,7047,1","2003,51","2004,50","2005,44",,"7,26,1","7,5,1","7,36,1","7,22,1","7,26,1",132180,100,7644,4057,1546,4036,1691,0,0,925,30,800,600,175,99,785,0,0,0,0,0,0,3245,6500,1611,0,0,0,0,0,0,99999,0,0,0,0,1343
1025,”⁄”¢≤≈,,,56,35821,4,1,"14,101,1","17,6052,1","1003,55","1004,42","1005,56",,"7,1,1","7,47,1","7,31,1","7,11,1","7,13,1",157244,100,9988,4357,1847,4775,1687,0,0,1197,30,800,600,175,99,705,0,0,0,0,0,0,3198,6500,1898,0,0,0,0,0,0,99999,0,0,0,0,1341
1026,‰ﬂ¬ÿ,,,56,34974,5,1,"14,101,1","17,6052,1","1003,48","1004,52","1005,53",,"7,17,1","7,36,1","7,24,1","7,14,1","7,26,1",149756,100,9554,4149,1935,4152,2131,0,0,1041,30,800,600,175,99,816,0,0,0,0,0,0,3351,6750,1651,0,0,0,0,0,0,99999,0,0,0,0,1350
1027,≥ÿ»’,,,53,30987,4,3,"14,301,1","17,8051,1","3003,42","3004,53","3005,53",,"7,45,1","7,5,1","7,50,1","7,1,1","7,27,1",129672,100,7429,3983,1810,3935,1629,0,0,996,30,800,600,175,99,621,0,0,0,0,0,0,3158,6500,1716,0,0,0,0,0,0,99999,0,0,0,0,1348
1028,∑˚–ﬁŒƒ,,,53,33115,5,2,"14,202,1","17,7050,1","2003,41","2004,50","2005,42",,"7,20,1","7,11,1","7,32,1","7,49,1","7,6,1",136497,100,9384,4552,1731,4497,1706,0,0,1138,30,800,600,175,99,654,0,0,0,0,0,0,2746,6250,1642,0,0,0,0,0,0,99999,0,0,0,0,1347
1029,æœø°—≈,,,53,32155,4,3,"14,301,1","17,8049,1","3003,49","3004,53","3005,42",,"7,63,1","7,9,1","7,1,1","7,31,1","7,47,1",143322,100,8993,3604,1652,4309,1474,0,0,996,30,800,600,175,99,621,0,0,0,0,0,0,3158,6500,1567,0,0,0,0,0,0,99999,0,0,0,0,1337
1030,„¢–Àµ¬,,,56,38771,5,3,"14,302,1","17,8044,1","3003,47","3004,49","3005,50",,"7,56,1","7,56,1","7,26,1","7,17,1","7,42,1",179707,100,9554,4979,1759,4982,1776,0,0,1145,30,800,600,175,99,890,0,0,0,0,0,0,3655,6750,1981,0,0,0,0,0,0,99999,0,0,0,0,1349
1031,»®Œ¬ È,,,54,34653,5,1,"14,101,1","17,6054,1","1003,41","1004,48","1005,52",,"7,49,1","7,18,1","7,20,1","7,14,1","7,21,1",153051,100,9655,3864,1953,4228,1610,0,0,1169,30,800,600,175,99,751,0,0,0,0,0,0,3386,6750,1534,0,0,0,0,0,0,99999,0,0,0,0,1339
1032,–Ì≥…º√,,,53,33154,5,2,"14,202,1","17,7042,1","2003,41","2004,44","2005,48",,"7,56,1","7,48,1","7,21,1","7,21,1","7,56,1",150146,100,7820,4173,1574,4497,1861,0,0,1043,30,800,600,175,99,654,0,0,0,0,0,0,3296,6250,1791,0,0,0,0,0,0,99999,0,0,0,0,1350
1033,ËΩ“›¥∫,,,54,32769,4,3,"14,301,1","17,8051,1","3003,49","3004,52","3005,44",,"7,56,1","7,62,1","7,5,1","7,39,1","7,58,1",146094,100,9253,3670,1872,3652,1530,0,0,1120,30,800,600,175,99,717,0,0,0,0,0,0,3245,6500,1764,0,0,0,0,0,0,99999,0,0,0,0,1349
1034,Ã˙∞≤ÍÃ,,,55,32214,4,1,"14,101,1","17,6044,1","1003,47","1004,42","1005,55",,"7,26,1","7,20,1","7,5,1","7,18,1","7,18,1",148866,100,7858,3737,1934,3743,1586,0,0,950,30,800,600,175,99,818,0,0,0,0,0,0,3042,6500,1812,0,0,0,0,0,0,99999,0,0,0,0,1341
1035,πÿ–ﬁƒ‹,,,54,32541,5,1,"14,102,1","17,6053,1","1003,54","1004,42","1005,48",,"7,42,1","7,20,1","7,14,1","7,17,1","7,48,1",139137,100,8046,3864,1953,4613,1771,0,0,974,30,800,600,175,99,751,0,0,0,0,0,0,3104,6250,1687,0,0,0,0,0,0,99999,0,0,0,0,1343
1036,◊Û«—ß√Ò,,,55,35243,5,3,"14,302,1","17,8046,1","3003,42","3004,47","3005,44",,"7,6,1","7,13,1","7,21,1","7,11,1","7,41,1",155955,100,9926,4720,1682,3941,1837,0,0,1200,30,800,600,175,99,783,0,0,0,0,0,0,3477,6250,1576,0,0,0,0,0,0,99999,0,0,0,0,1349
1037,¬ÛÕ¨∏¶,,,53,30243,4,3,"14,301,1","17,8052,1","3003,45","3004,50","3005,50",,"7,36,1","7,46,1","7,9,1","7,27,1","7,63,1",129672,100,7429,3983,1810,3560,1474,0,0,1091,30,800,600,175,99,687,0,0,0,0,0,0,3158,6000,1567,0,0,0,0,0,0,99999,0,0,0,0,1336
1038,”˜√Ø≤ƒ,,,55,33690,4,1,"14,101,1","17,6042,1","1003,49","1004,54","1005,55",,"7,32,1","7,42,1","7,30,1","7,39,1","7,17,1",163044,100,8685,3737,1934,4138,1920,0,0,1150,30,800,600,175,99,676,0,0,0,0,0,0,2753,6500,1654,0,0,0,0,0,0,99999,0,0,0,0,1331
1039,≥‰¿÷ÀÆ,,,53,32542,5,2,"14,202,1","17,7041,1","2003,48","2004,48","2005,52",,"7,5,1","7,31,1","7,31,1","7,45,1","7,46,1",136497,100,9384,3794,1574,3747,1861,0,0,948,30,800,600,175,99,719,0,0,0,0,0,0,3296,6750,1791,0,0,0,0,0,0,99999,0,0,0,0,1348
1040,∫Ù—”∫Ëµ¬,,,56,34488,4,2,"14,201,1","17,7056,1","2003,46","2004,49","2005,49",,"7,29,1","7,24,1","7,18,1","7,33,1","7,5,1",157244,100,9119,4357,1847,4775,1864,0,0,1197,30,800,600,175,99,705,0,0,0,0,0,0,2894,6000,1568,0,0,0,0,0,0,99999,0,0,0,0,1349
1041,”„”Ò‘œ,,,53,30660,4,1,"14,101,1","17,6051,1","1003,41","1004,46","1005,47",,"7,11,1","7,17,1","7,48,1","7,21,1","7,36,1",143322,100,8211,3983,1495,3935,1474,0,0,996,30,800,600,175,99,687,0,0,0,0,0,0,2609,6000,1418,0,0,0,0,0,0,99999,0,0,0,0,1324
1042,≈Ó≤©Â´,,,53,30240,4,2,"14,201,1","17,7053,1","2003,44","2004,49","2005,49",,"7,56,1","7,1,1","7,18,1","7,56,1","7,56,1",129672,100,7429,4363,1495,3935,1629,0,0,996,30,800,600,175,99,687,0,0,0,0,0,0,2609,6000,1716,0,0,0,0,0,0,99999,0,0,0,0,1321
1043,Ÿ¶≥…∫Î,,,53,32192,4,1,"14,101,1","17,6047,1","1003,51","1004,41","1005,50",,"7,9,1","7,56,1","7,13,1","7,5,1","7,8,1",156971,100,7429,3983,1495,3935,1784,0,0,1091,30,800,600,175,99,687,0,0,0,0,0,0,3158,6000,1716,0,0,0,0,0,0,99999,0,0,0,0,1313
1044,√≈–ﬁ∆Î,,,52,32672,5,3,"14,302,1","17,8052,1","3003,45","3004,45","3005,48",,"7,49,1","7,20,1","7,11,1","7,28,1","7,46,1",147242,100,7595,4096,1672,4381,1492,0,0,1015,30,800,600,175,99,750,0,0,0,0,0,0,2938,6750,1596,0,0,0,0,0,0,99999,0,0,0,0,1325
1045,π¢Œ∞ÌÆ,,,52,31369,4,1,"14,101,1","17,6051,1","1003,52","1004,44","1005,44",,"7,27,1","7,18,1","7,63,1","7,5,1","7,47,1",153935,100,8734,3910,1596,3833,1567,0,0,877,30,800,600,175,99,594,0,0,0,0,0,0,2804,6000,1668,0,0,0,0,0,0,99999,0,0,0,0,1330
1046,ª∆–Ò“¢,,,50,31703,5,1,"14,102,1","17,6040,1","1003,43","1004,39","1005,49",,"7,47,1","7,48,1","7,17,1","7,31,1","7,22,1",154291,100,7144,3942,1694,3458,1648,0,0,1046,30,800,600,175,99,681,0,0,0,0,0,0,3024,6750,1368,0,0,0,0,0,0,99999,0,0,0,0,1329
1047,œ ”⁄◊‘’‰,,,51,31299,5,1,"14,101,1","17,6049,1","1003,43","1004,40","1005,45",,"7,48,1","7,17,1","7,17,1","7,20,1","7,17,1",131216,100,8843,3654,1612,3910,1576,0,0,1077,30,800,600,175,99,716,0,0,0,0,0,0,2595,6750,1691,0,0,0,0,0,0,99999,0,0,0,0,1318
1048,„€∏ﬂ∑Â,,,50,32442,5,3,"14,301,1","17,8049,1","3003,43","3004,45","3005,44",,"7,33,1","7,11,1","7,20,1","7,19,1","7,5,1",154291,100,8572,4300,1412,3458,1374,0,0,1046,30,800,600,175,99,681,0,0,0,0,0,0,3024,6750,1504,0,0,0,0,0,0,99999,0,0,0,0,1316
1049,Œ„–˘,,,52,31658,5,3,"14,302,1","17,8040,1","3003,45","3004,44","3005,47",,"7,46,1","7,5,1","7,30,1","7,30,1","7,9,1",133856,100,9114,4468,1672,3651,1790,0,0,1015,30,800,600,175,99,688,0,0,0,0,0,0,2671,6250,1596,0,0,0,0,0,0,99999,0,0,0,0,1324
1050,ÀŒºŒÏı,,,51,31526,5,2,"14,202,1","17,7040,1","2003,41","2004,41","2005,46",,"7,10,1","7,17,1","7,11,1","7,48,1","7,40,1",157459,100,8106,4019,1612,3554,1576,0,0,987,30,800,600,175,99,656,0,0,0,0,0,0,2595,6250,1691,0,0,0,0,0,0,99999,0,0,0,0,1321
1051,∑Ω”Ò≥…,,,53,32627,4,3,"14,301,1","17,8050,1","3003,51","3004,44","3005,43",,"7,46,1","7,41,1","7,53,1","7,10,1","7,6,1",156971,100,8211,3604,1810,3935,1784,0,0,1091,30,800,600,175,99,752,0,0,0,0,0,0,2884,6500,1418,0,0,0,0,0,0,99999,0,0,0,0,1315
1052,”ÓŒƒ∫∆øı,,,52,30116,4,3,"14,301,1","17,8040,1","3003,43","3004,39","3005,45",,"7,46,1","7,50,1","7,62,1","7,33,1","7,53,1",140549,100,7974,3910,1748,3833,1567,0,0,877,30,800,600,175,99,594,0,0,0,0,0,0,2537,6000,1668,0,0,0,0,0,0,99999,0,0,0,0,1326
1053,ÂßΩ,,,50,30511,5,1,"14,101,1","17,6050,1","1003,44","1004,39","1005,40",,"7,11,1","7,53,1","7,58,1","7,41,1","7,28,1",128576,100,8572,3942,1553,4149,1648,0,0,872,30,800,600,175,99,681,0,0,0,0,0,0,2772,6250,1368,0,0,0,0,0,0,99999,0,0,0,0,1325
1054,÷ŸÀÔºŒŒı,,,50,27330,4,3,"14,301,1","17,8046,1","3003,50","3004,43","3005,38",,"7,5,1","7,58,1","7,19,1","7,17,1","7,50,1",122147,100,6786,3404,1341,3285,1442,0,0,915,30,800,600,175,99,653,0,0,0,0,0,0,2646,6000,1573,0,0,0,0,0,0,99999,0,0,0,0,1312
1055,◊⁄∏®,,,53,33132,5,3,"14,302,1","17,8044,1","3003,45","3004,50","3005,52",,"7,8,1","7,47,1","7,47,1","7,41,1","7,46,1",150146,100,7820,4552,1731,4122,1706,0,0,948,30,800,600,175,99,719,0,0,0,0,0,0,3296,6250,1791,0,0,0,0,0,0,99999,0,0,0,0,1315
1056,‹˜’˝≥ı,,,50,29909,5,1,"14,101,1","17,6042,1","1003,49","1004,48","1005,47",,"7,14,1","7,11,1","7,18,1","7,36,1","7,17,1",128576,100,7858,3584,1694,3458,1511,0,0,872,30,800,600,175,99,624,0,0,0,0,0,0,3024,6750,1641,0,0,0,0,0,0,99999,0,0,0,0,1314
1057,Œ¿ª™≤”,,,53,31980,4,2,"14,201,1","17,7040,1","2003,45","2004,48","2005,44",,"7,5,1","7,8,1","7,29,1","7,46,1","7,40,1",143322,100,8211,4363,1810,4309,1784,0,0,901,30,800,600,175,99,687,0,0,0,0,0,0,2884,6000,1418,0,0,0,0,0,0,99999,0,0,0,0,1325
1058,◊”≥µ”Í‘Û,,,50,30968,5,2,"14,202,1","17,7042,1","2003,47","2004,41","2005,45",,"7,41,1","7,8,1","7,13,1","7,50,1","7,58,1",128576,100,7858,4300,1694,4149,1648,0,0,872,30,800,600,175,99,681,0,0,0,0,0,0,3024,6250,1504,0,0,0,0,0,0,99999,0,0,0,0,1329
1059,¥¢≥⁄,,,51,29523,4,2,"14,201,1","17,7041,1","2003,45","2004,46","2005,45",,"7,27,1","7,32,1","7,9,1","7,48,1","7,49,1",150898,100,7001,3471,1685,3376,1361,0,0,1032,30,800,600,175,99,566,0,0,0,0,0,0,2465,6500,1339,0,0,0,0,0,0,99999,0,0,0,0,1321
1060,±ˆ À,,,50,28190,4,1,"14,101,1","17,6040,1","1003,48","1004,39","1005,49",,"7,62,1","7,58,1","7,14,1","7,26,1","7,1,1",135004,100,6786,3404,1482,3630,1580,0,0,915,30,800,600,175,99,596,0,0,0,0,0,0,2394,6000,1573,0,0,0,0,0,0,99999,0,0,0,0,1322
1061,π˛ºŒ√Ø,,,50,29816,4,1,"14,101,1","17,6045,1","1003,43","1004,38","1005,40",,"7,62,1","7,53,1","7,28,1","7,42,1","7,18,1",147862,100,7501,3404,1482,3976,1305,0,0,1002,30,800,600,175,99,539,0,0,0,0,0,0,2898,6000,1436,0,0,0,0,0,0,99999,0,0,0,0,1294
1062,±Âπ˙‘¥,,,49,29486,5,1,"14,102,1","17,6049,1","1003,43","1004,49","1005,45",,"7,21,1","7,8,1","7,56,1","7,40,1","7,63,1",122893,100,8211,4129,1348,3631,1299,0,0,1004,30,800,600,175,99,552,0,0,0,0,0,0,2410,6750,1568,0,0,0,0,0,0,99999,0,0,0,0,1308
1063,≈ÌÏœ,,,50,29620,4,2,"14,201,1","17,7042,1","2003,49","2004,49","2005,47",,"7,29,1","7,10,1","7,36,1","7,28,1","7,11,1",135004,100,6786,4121,1341,3976,1305,0,0,828,30,800,600,175,99,539,0,0,0,0,0,0,2898,6500,1573,0,0,0,0,0,0,99999,0,0,0,0,1291
1064,”⁄Ï˜»ª,,,47,26386,4,2,"14,201,1","17,7037,1","2003,43","2004,46","2005,44",,"7,13,1","7,26,1","7,40,1","7,32,1","7,40,1",128257,100,5929,3313,1160,3435,1093,0,0,728,30,800,600,175,99,546,0,0,0,0,0,0,2521,6500,1244,0,0,0,0,0,0,99999,0,0,0,0,1293
1065, ÂÀÔπ‚∆Ù,,,48,28702,5,3,"14,302,1","17,8041,1","3003,41","3004,41","3005,44",,"7,39,1","7,56,1","7,31,1","7,56,1","7,8,1",117210,100,7850,3958,1284,3773,1225,0,0,881,30,800,600,175,99,536,0,0,0,0,0,0,2761,6750,1246,0,0,0,0,0,0,99999,0,0,0,0,1291
1066,ƒΩ»›Ωæ,,,47,24839,4,3,"14,301,1","17,8046,1","3003,40","3004,45","3005,41",,"7,8,1","7,27,1","7,21,1","7,49,1","7,33,1",105951,100,5929,3313,1282,3136,1208,0,0,728,30,800,600,175,99,598,0,0,0,0,0,0,2082,6500,1363,0,0,0,0,0,0,99999,0,0,0,0,1303
1067,∂¬÷¬‘∂,,,48,27993,5,3,"14,301,1","17,8036,1","3003,47","3004,40","3005,48",,"7,45,1","7,17,1","7,27,1","7,50,1","7,62,1",140652,100,6542,3298,1284,3458,1347,0,0,801,30,800,600,175,99,589,0,0,0,0,0,0,2761,6250,1371,0,0,0,0,0,0,99999,0,0,0,0,1296
1068,¡¨ºŒÏı,,,50,30345,5,3,"14,301,1","17,8041,1","3003,48","3004,42","3005,40",,"7,39,1","7,5,1","7,30,1","7,62,1","7,56,1",141433,100,7144,3584,1553,3458,1511,0,0,1046,30,800,600,175,99,568,0,0,0,0,0,0,3024,6750,1641,0,0,0,0,0,0,99999,0,0,0,0,1295
1069,∫£¿Ì»´,,,50,29737,4,2,"14,201,1","17,7042,1","2003,45","2004,43","2005,49",,"7,32,1","7,48,1","7,19,1","7,17,1","7,8,1",147862,100,8215,3404,1482,3630,1580,0,0,828,30,800,600,175,99,596,0,0,0,0,0,0,2898,6000,1299,0,0,0,0,0,0,99999,0,0,0,0,1292
1070,¡∫«ºŒƒÍ,,,48,27493,5,3,"14,301,1","17,8042,1","3003,47","3004,36","3005,45",,"7,28,1","7,56,1","7,47,1","7,8,1","7,29,1",117210,100,7196,3628,1284,3144,1225,0,0,881,30,800,600,175,99,589,0,0,0,0,0,0,2531,6750,1495,0,0,0,0,0,0,99999,0,0,0,0,1303
1071,÷‹”ΩÀº,,,47,27500,5,1,"14,101,1","17,6045,1","1003,43","1004,46","1005,45",,"7,28,1","7,56,1","7,50,1","7,20,1","7,31,1",122681,100,7489,3471,1343,3286,1380,0,0,919,30,800,600,175,99,572,0,0,0,0,0,0,2630,6250,1185,0,0,0,0,0,0,99999,0,0,0,0,1295
1072,ƒ˛”¬ƒ–,,,50,27920,4,1,"14,101,1","17,6043,1","1003,45","1004,43","1005,44",,"7,9,1","7,1,1","7,62,1","7,47,1","7,31,1",122147,100,6786,3763,1482,3630,1305,0,0,828,30,800,600,175,99,653,0,0,0,0,0,0,2394,6500,1299,0,0,0,0,0,0,99999,0,0,0,0,1302
1073,”ÓŒƒ±ˆ∫Ë,,,50,28559,4,2,"14,201,1","17,7046,1","2003,43","2004,41","2005,42",,"7,53,1","7,31,1","7,14,1","7,1,1","7,53,1",147862,100,6786,3404,1341,3285,1305,0,0,828,30,800,600,175,99,539,0,0,0,0,0,0,2646,6500,1436,0,0,0,0,0,0,99999,0,0,0,0,1294
1074,«Æ∏ﬂ∑…,,,48,27011,4,3,"14,301,1","17,8039,1","3003,44","3004,38","3005,39",,"7,58,1","7,30,1","7,40,1","7,62,1","7,56,1",134792,100,7523,3133,1220,2987,1163,0,0,921,30,800,600,175,99,509,0,0,0,0,0,0,2186,6500,1308,0,0,0,0,0,0,99999,0,0,0,0,1293
1075, ØÏ«¿⁄,,,48,27172,4,1,"14,101,1","17,6047,1","1003,37","1004,46","1005,38",,"7,56,1","7,56,1","7,49,1","7,21,1","7,11,1",134792,100,6215,3133,1349,3301,1408,0,0,841,30,800,600,175,99,509,0,0,0,0,0,0,2646,6500,1184,0,0,0,0,0,0,99999,0,0,0,0,1298
1076,’‘∆Ê÷æ,,,49,28841,4,1,"14,101,1","17,6047,1","1003,45","1004,49","1005,46",,"7,26,1","7,11,1","7,62,1","7,56,1","7,6,1",129038,100,7185,3957,1550,3466,1364,0,0,794,30,800,600,175,99,634,0,0,0,0,0,0,2772,6500,1241,0,0,0,0,0,0,99999,0,0,0,0,1296
1077,∏Í√Ø µ,,,50,28889,4,3,"14,301,1","17,8045,1","3003,38","3004,44","3005,41",,"7,41,1","7,50,1","7,24,1","7,32,1","7,53,1",122147,100,7501,3404,1482,3630,1580,0,0,1002,30,800,600,175,99,539,0,0,0,0,0,0,2898,6500,1573,0,0,0,0,0,0,99999,0,0,0,0,1308
