id,name,icon,des,link,linkelse,needevent,needarg,award,nextid,preid,sort,showLv
11068,通关普通关卡,,通关一般关卡9-10,802,10910,2001,10910,"1,2,5",11069,11067,1,1
11069,通关普通关卡,,通关一般关卡9-11,802,10911,2001,10911,"1,2,5",11070,11068,1,1
11070,通关普通关卡,,通关一般关卡10-01,802,11001,2001,11001,"1,2,5",11071,11069,1,1
11071,通关普通关卡,,通关一般关卡10-02,802,11002,2001,11002,"1,2,5",11072,11070,1,1
11072,通关普通关卡,,通关一般关卡10-04,802,11004,2001,11004,"1,2,5",11073,11071,1,1
11073,通关普通关卡,,通关一般关卡10-05,802,11005,2001,11005,"1,2,5",11074,11072,1,1
11074,通关普通关卡,,通关一般关卡10-07,802,11007,2001,11007,"1,2,5",11075,11073,1,1
11075,通关普通关卡,,通关一般关卡10-08,802,11008,2001,11008,"1,2,5",11076,11074,1,1
11076,通关普通关卡,,通关一般关卡10-10,802,11010,2001,11010,"1,2,5",11077,11075,1,1
11077,通关普通关卡,,通关一般关卡10-11,802,11011,2001,11011,"1,2,5",11078,11076,1,1
11078,通关普通关卡,,通关一般关卡11-01,802,11101,2001,11101,"1,2,5",11079,11077,1,1
11079,通关普通关卡,,通关一般关卡11-02,802,11102,2001,11102,"1,2,5",11080,11078,1,1
11080,通关普通关卡,,通关一般关卡11-04,802,11104,2001,11104,"1,2,5",11081,11079,1,1
11081,通关普通关卡,,通关一般关卡11-05,802,11105,2001,11105,"1,2,5",11082,11080,1,1
11082,通关普通关卡,,通关一般关卡11-07,802,11107,2001,11107,"1,2,5",11083,11081,1,1
11083,通关普通关卡,,通关一般关卡11-08,802,11108,2001,11108,"1,2,5",11084,11082,1,1
11084,通关普通关卡,,通关一般关卡11-10,802,11110,2001,11110,"1,2,5",11085,11083,1,1
11085,通关普通关卡,,通关一般关卡11-11,802,11111,2001,11111,"1,2,5",11086,11084,1,1
11086,通关普通关卡,,通关一般关卡12-01,802,11201,2001,11201,"1,2,5",11087,11085,1,1
11087,通关普通关卡,,通关一般关卡12-02,802,11202,2001,11202,"1,2,5",11088,11086,1,1
11088,通关普通关卡,,通关一般关卡12-04,802,11204,2001,11204,"1,2,5",11089,11087,1,1
11089,通关普通关卡,,通关一般关卡12-05,802,11205,2001,11205,"1,2,5",11090,11088,1,1
11090,通关普通关卡,,通关一般关卡12-07,802,11207,2001,11207,"1,2,5",11091,11089,1,1
11091,通关普通关卡,,通关一般关卡12-08,802,11208,2001,11208,"1,2,5",11092,11090,1,1
11092,通关普通关卡,,通关一般关卡12-10,802,11210,2001,11210,"1,2,5",11093,11091,1,1
11093,通关普通关卡,,通关一般关卡12-11,802,11211,2001,11211,"1,2,5",11094,11092,1,1
11094,通关普通关卡,,通关一般关卡13-01,802,11301,2001,11301,"1,2,5",11095,11093,1,1
11095,通关普通关卡,,通关一般关卡13-02,802,11302,2001,11302,"1,2,5",11096,11094,1,1
11096,通关普通关卡,,通关一般关卡13-04,802,11304,2001,11304,"1,2,5",11097,11095,1,1
11097,通关普通关卡,,通关一般关卡13-05,802,11305,2001,11305,"1,2,5",11098,11096,1,1
11098,通关普通关卡,,通关一般关卡13-07,802,11307,2001,11307,"1,2,5",11099,11097,1,1
11099,通关普通关卡,,通关一般关卡13-08,802,11308,2001,11308,"1,2,5",11100,11098,1,1
11100,通关普通关卡,,通关一般关卡13-10,802,11310,2001,11310,"1,2,5",11101,11099,1,1
11101,通关普通关卡,,通关一般关卡13-11,802,11311,2001,11311,"1,2,5",11102,11100,1,1
11102,通关普通关卡,,通关一般关卡14-01,802,11401,2001,11401,"1,2,5",11103,11101,1,1
11103,通关普通关卡,,通关一般关卡14-02,802,11402,2001,11402,"1,2,5",11104,11102,1,1
11104,通关普通关卡,,通关一般关卡14-04,802,11404,2001,11404,"1,2,5",11105,11103,1,1
11105,通关普通关卡,,通关一般关卡14-05,802,11405,2001,11405,"1,2,5",11106,11104,1,1
11106,通关普通关卡,,通关一般关卡14-07,802,11407,2001,11407,"1,2,5",11107,11105,1,1
11107,通关普通关卡,,通关一般关卡14-08,802,11408,2001,11408,"1,2,5",11108,11106,1,1
11108,通关普通关卡,,通关一般关卡14-10,802,11410,2001,11410,"1,2,5",11109,11107,1,1
11109,通关普通关卡,,通关一般关卡14-11,802,11411,2001,11411,"1,2,5",11110,11108,1,1
11110,通关普通关卡,,通关一般关卡15-01,802,11501,2001,11501,"1,2,5",11111,11109,1,1
11111,通关普通关卡,,通关一般关卡15-02,802,11502,2001,11502,"1,2,5",11112,11110,1,1
11112,通关普通关卡,,通关一般关卡15-04,802,11504,2001,11504,"1,2,5",11113,11111,1,1
11113,通关普通关卡,,通关一般关卡15-05,802,11505,2001,11505,"1,2,5",11114,11112,1,1
11114,通关普通关卡,,通关一般关卡15-07,802,11507,2001,11507,"1,2,5",11115,11113,1,1
11115,通关普通关卡,,通关一般关卡15-08,802,11508,2001,11508,"1,2,5",11116,11114,1,1
11116,通关普通关卡,,通关一般关卡15-10,802,11510,2001,11510,"1,2,5",11117,11115,1,1
11117,通关普通关卡,,通关一般关卡15-11,802,11511,2001,11511,"1,2,5",11118,11116,1,1
11118,通关普通关卡,,通关一般关卡16-01,802,11601,2001,11601,"1,2,5",11119,11117,1,1
11119,通关普通关卡,,通关一般关卡16-02,802,11602,2001,11602,"1,2,5",11120,11118,1,1
11120,通关普通关卡,,通关一般关卡16-04,802,11604,2001,11604,"1,2,5",11121,11119,1,1
11121,通关普通关卡,,通关一般关卡16-05,802,11605,2001,11605,"1,2,5",11122,11120,1,1
11122,通关普通关卡,,通关一般关卡16-07,802,11607,2001,11607,"1,2,5",11123,11121,1,1
11123,通关普通关卡,,通关一般关卡16-08,802,11608,2001,11608,"1,2,5",11124,11122,1,1
11124,通关普通关卡,,通关一般关卡16-10,802,11610,2001,11610,"1,2,5",11125,11123,1,1
11125,通关普通关卡,,通关一般关卡16-11,802,11611,2001,11611,"1,2,5",11126,11124,1,1
11126,通关普通关卡,,通关一般关卡17-01,802,11701,2001,11701,"1,2,5",11127,11125,1,1
11127,通关普通关卡,,通关一般关卡17-02,802,11702,2001,11702,"1,2,5",11128,11126,1,1
11128,通关普通关卡,,通关一般关卡17-04,802,11704,2001,11704,"1,2,5",11129,11127,1,1
11129,通关普通关卡,,通关一般关卡17-05,802,11705,2001,11705,"1,2,5",11130,11128,1,1
11130,通关普通关卡,,通关一般关卡17-07,802,11707,2001,11707,"1,2,5",11131,11129,1,1
11131,通关普通关卡,,通关一般关卡17-08,802,11708,2001,11708,"1,2,5",11132,11130,1,1
11132,通关普通关卡,,通关一般关卡17-10,802,11710,2001,11710,"1,2,5",11133,11131,1,1
11133,通关普通关卡,,通关一般关卡17-11,802,11711,2001,11711,"1,2,5",11134,11132,1,1
11134,通关普通关卡,,通关一般关卡18-01,802,11801,2001,11801,"1,2,5",11135,11133,1,1
11135,通关普通关卡,,通关一般关卡18-02,802,11802,2001,11802,"1,2,5",11136,11134,1,1
11136,通关普通关卡,,通关一般关卡18-04,802,11804,2001,11804,"1,2,5",11137,11135,1,1
11137,通关普通关卡,,通关一般关卡18-05,802,11805,2001,11805,"1,2,5",11138,11136,1,1
11138,通关普通关卡,,通关一般关卡18-07,802,11807,2001,11807,"1,2,5",11139,11137,1,1
11139,通关普通关卡,,通关一般关卡18-08,802,11808,2001,11808,"1,2,5",11140,11138,1,1
11140,通关普通关卡,,通关一般关卡18-10,802,11810,2001,11810,"1,2,5",11141,11139,1,1
11141,通关普通关卡,,通关一般关卡18-11,802,11811,2001,11811,"1,2,5",11142,11140,1,1
11142,通关普通关卡,,通关一般关卡19-01,802,11901,2001,11901,"1,2,5",11143,11141,1,1
11143,通关普通关卡,,通关一般关卡19-02,802,11902,2001,11902,"1,2,5",11144,11142,1,1
11144,通关普通关卡,,通关一般关卡19-04,802,11904,2001,11904,"1,2,5",11145,11143,1,1
11145,通关普通关卡,,通关一般关卡19-05,802,11905,2001,11905,"1,2,5",11146,11144,1,1
11146,通关普通关卡,,通关一般关卡19-07,802,11907,2001,11907,"1,2,5",11147,11145,1,1
11147,通关普通关卡,,通关一般关卡19-08,802,11908,2001,11908,"1,2,5",11148,11146,1,1
11148,通关普通关卡,,通关一般关卡19-10,802,11910,2001,11910,"1,2,5",11149,11147,1,1
11149,通关普通关卡,,通关一般关卡19-11,802,11911,2001,11911,"1,2,5",11150,11148,1,1
11150,通关普通关卡,,通关一般关卡20-01,802,12001,2001,12001,"1,2,5",11151,11149,1,1
11151,通关普通关卡,,通关一般关卡20-02,802,12002,2001,12002,"1,2,5",11152,11150,1,1
11152,通关普通关卡,,通关一般关卡20-04,802,12004,2001,12004,"1,2,5",11153,11151,1,1
11153,通关普通关卡,,通关一般关卡20-05,802,12005,2001,12005,"1,2,5",11154,11152,1,1
11154,通关普通关卡,,通关一般关卡20-07,802,12007,2001,12007,"1,2,5",11155,11153,1,1
11155,通关普通关卡,,通关一般关卡20-08,802,12008,2001,12008,"1,2,5",11156,11154,1,1
11156,通关普通关卡,,通关一般关卡20-10,802,12010,2001,12010,"1,2,5",11157,11155,1,1
11157,通关普通关卡,,通关一般关卡20-11,802,12011,2001,12011,"1,2,5",0,11156,1,1
12001,通关精英关卡,,通关精英关卡2-04,802,10204,2002,10204,"1,1,5000",12002,0,2,1
12002,通关精英关卡,,通关精英关卡2-08,802,10208,2002,10208,"1,1,5000",12003,12001,2,1
12003,通关精英关卡,,通关精英关卡3-03,802,10303,2002,10303,"1,1,5000",12004,12002,2,1
12004,通关精英关卡,,通关精英关卡3-06,802,10306,2002,10306,"1,1,5000",12005,12003,2,1
12005,通关精英关卡,,通关精英关卡3-09,802,10309,2002,10309,"1,1,5000",12006,12004,2,1
12006,通关精英关卡,,通关精英关卡3-12,802,10312,2002,10312,"1,1,5000",12007,12005,2,1
12007,通关精英关卡,,通关精英关卡4-03,802,10403,2002,10403,"1,1,5000",12008,12006,2,1
12008,通关精英关卡,,通关精英关卡4-06,802,10406,2002,10406,"1,1,5000",12009,12007,2,1
12009,通关精英关卡,,通关精英关卡4-09,802,10409,2002,10409,"1,1,5000",12010,12008,2,1
12010,通关精英关卡,,通关精英关卡4-12,802,10412,2002,10412,"1,1,5000",12011,12009,2,1
12011,通关精英关卡,,通关精英关卡5-03,802,10503,2002,10503,"1,1,5000",12012,12010,2,1
12012,通关精英关卡,,通关精英关卡5-06,802,10506,2002,10506,"1,1,5000",12013,12011,2,1
12013,通关精英关卡,,通关精英关卡5-09,802,10509,2002,10509,"1,1,5000",12014,12012,2,1
12014,通关精英关卡,,通关精英关卡5-12,802,10512,2002,10512,"1,1,5000",12015,12013,2,1
12015,通关精英关卡,,通关精英关卡6-03,802,10603,2002,10603,"1,1,5000",12016,12014,2,1
12016,通关精英关卡,,通关精英关卡6-06,802,10606,2002,10606,"1,1,5000",12017,12015,2,1
12017,通关精英关卡,,通关精英关卡6-09,802,10609,2002,10609,"1,1,5000",12018,12016,2,1
12018,通关精英关卡,,通关精英关卡6-12,802,10612,2002,10612,"1,1,5000",12019,12017,2,1
12019,通关精英关卡,,通关精英关卡7-03,802,10703,2002,10703,"1,1,5000",12020,12018,2,1
12020,通关精英关卡,,通关精英关卡7-06,802,10706,2002,10706,"1,1,5000",12021,12019,2,1
12021,通关精英关卡,,通关精英关卡7-09,802,10709,2002,10709,"1,1,5000",12022,12020,2,1
12022,通关精英关卡,,通关精英关卡7-12,802,10712,2002,10712,"1,1,5000",12023,12021,2,1
12023,通关精英关卡,,通关精英关卡8-03,802,10803,2002,10803,"1,1,5000",12024,12022,2,1
12024,通关精英关卡,,通关精英关卡8-06,802,10806,2002,10806,"1,1,5000",12025,12023,2,1
12025,通关精英关卡,,通关精英关卡8-09,802,10809,2002,10809,"1,1,5000",12026,12024,2,1
12026,通关精英关卡,,通关精英关卡8-12,802,10812,2002,10812,"1,1,5000",12027,12025,2,1
12027,通关精英关卡,,通关精英关卡9-03,802,10903,2002,10903,"1,1,5000",12028,12026,2,1
12028,通关精英关卡,,通关精英关卡9-06,802,10906,2002,10906,"1,1,5000",12029,12027,2,1
12029,通关精英关卡,,通关精英关卡9-09,802,10909,2002,10909,"1,1,5000",12030,12028,2,1
12030,通关精英关卡,,通关精英关卡9-12,802,10912,2002,10912,"1,1,5000",12031,12029,2,1
12031,通关精英关卡,,通关精英关卡10-03,802,11003,2002,11003,"1,1,5000",12032,12030,2,1
12032,通关精英关卡,,通关精英关卡10-06,802,11006,2002,11006,"1,1,5000",12033,12031,2,1
12033,通关精英关卡,,通关精英关卡10-09,802,11009,2002,11009,"1,1,5000",12034,12032,2,1
12034,通关精英关卡,,通关精英关卡10-12,802,11012,2002,11012,"1,1,5000",12035,12033,2,1
12035,通关精英关卡,,通关精英关卡11-03,802,11103,2002,11103,"1,1,5000",12036,12034,2,1
12036,通关精英关卡,,通关精英关卡11-06,802,11106,2002,11106,"1,1,5000",12037,12035,2,1
12037,通关精英关卡,,通关精英关卡11-09,802,11109,2002,11109,"1,1,5000",12038,12036,2,1
12038,通关精英关卡,,通关精英关卡11-12,802,11112,2002,11112,"1,1,5000",12039,12037,2,1
12039,通关精英关卡,,通关精英关卡12-03,802,11203,2002,11203,"1,1,5000",12040,12038,2,1
12040,通关精英关卡,,通关精英关卡12-06,802,11206,2002,11206,"1,1,5000",12041,12039,2,1
12041,通关精英关卡,,通关精英关卡12-09,802,11209,2002,11209,"1,1,5000",12042,12040,2,1
12042,通关精英关卡,,通关精英关卡12-12,802,11212,2002,11212,"1,1,5000",12043,12041,2,1
12043,通关精英关卡,,通关精英关卡13-03,802,11303,2002,11303,"1,1,5000",12044,12042,2,1
12044,通关精英关卡,,通关精英关卡13-06,802,11306,2002,11306,"1,1,5000",12045,12043,2,1
12045,通关精英关卡,,通关精英关卡13-09,802,11309,2002,11309,"1,1,5000",12046,12044,2,1
12046,通关精英关卡,,通关精英关卡13-12,802,11312,2002,11312,"1,1,5000",12047,12045,2,1
12047,通关精英关卡,,通关精英关卡14-03,802,11403,2002,11403,"1,1,5000",12048,12046,2,1
12048,通关精英关卡,,通关精英关卡14-06,802,11406,2002,11406,"1,1,5000",12049,12047,2,1
12049,通关精英关卡,,通关精英关卡14-09,802,11409,2002,11409,"1,1,5000",12050,12048,2,1
12050,通关精英关卡,,通关精英关卡14-12,802,11412,2002,11412,"1,1,5000",12051,12049,2,1
12051,通关精英关卡,,通关精英关卡15-03,802,11503,2002,11503,"1,1,5000",12052,12050,2,1
12052,通关精英关卡,,通关精英关卡15-06,802,11506,2002,11506,"1,1,5000",12053,12051,2,1
12053,通关精英关卡,,通关精英关卡15-09,802,11509,2002,11509,"1,1,5000",12054,12052,2,1
12054,通关精英关卡,,通关精英关卡15-12,802,11512,2002,11512,"1,1,5000",12055,12053,2,1
12055,通关精英关卡,,通关精英关卡16-03,802,11603,2002,11603,"1,1,5000",12056,12054,2,1
12056,通关精英关卡,,通关精英关卡16-06,802,11606,2002,11606,"1,1,5000",12057,12055,2,1
12057,通关精英关卡,,通关精英关卡16-09,802,11609,2002,11609,"1,1,5000",12058,12056,2,1
12058,通关精英关卡,,通关精英关卡16-12,802,11612,2002,11612,"1,1,5000",12059,12057,2,1
12059,通关精英关卡,,通关精英关卡17-03,802,11703,2002,11703,"1,1,5000",12060,12058,2,1
12060,通关精英关卡,,通关精英关卡17-06,802,11706,2002,11706,"1,1,5000",12061,12059,2,1
12061,通关精英关卡,,通关精英关卡17-09,802,11709,2002,11709,"1,1,5000",12062,12060,2,1
12062,通关精英关卡,,通关精英关卡17-12,802,11712,2002,11712,"1,1,5000",12063,12061,2,1
12063,通关精英关卡,,通关精英关卡18-03,802,11803,2002,11803,"1,1,5000",12064,12062,2,1
12064,通关精英关卡,,通关精英关卡18-06,802,11806,2002,11806,"1,1,5000",12065,12063,2,1
12065,通关精英关卡,,通关精英关卡18-09,802,11809,2002,11809,"1,1,5000",12066,12064,2,1
12066,通关精英关卡,,通关精英关卡18-12,802,11812,2002,11812,"1,1,5000",12067,12065,2,1
12067,通关精英关卡,,通关精英关卡19-03,802,11903,2002,11903,"1,1,5000",12068,12066,2,1
12068,通关精英关卡,,通关精英关卡19-06,802,11906,2002,11906,"1,1,5000",12069,12067,2,1
12069,通关精英关卡,,通关精英关卡19-09,802,11909,2002,11909,"1,1,5000",12070,12068,2,1
12070,通关精英关卡,,通关精英关卡19-12,802,11912,2002,11912,"1,1,5000",12071,12069,2,1
12071,通关精英关卡,,通关精英关卡20-03,802,12003,2002,12003,"1,1,5000",12072,12070,2,1
12072,通关精英关卡,,通关精英关卡20-06,802,12006,2002,12006,"1,1,5000",12073,12071,2,1
12073,通关精英关卡,,通关精英关卡20-09,802,12009,2002,12009,"1,1,5000",12074,12072,2,1
12074,通关精英关卡,,通关精英关卡20-12,802,12012,2002,12012,"1,1,5000",12075,12073,2,1
13001,强化韵纹,,强化韵纹至1阶010级,301,0,2003,1010,"1,6,500;2,1,3",13002,0,20,22
13002,强化韵纹,,强化韵纹至2阶016级,301,0,2003,2016,"1,6,1000;2,1,5",13003,13001,20,22
13003,强化韵纹,,强化韵纹至3阶024级,301,0,2003,3024,"1,6,2000;2,2,3",13004,13002,20,22
13004,强化韵纹,,强化韵纹至4阶032级,301,0,2003,4032,"1,6,3000;2,2,5",13005,13003,20,22
13005,强化韵纹,,强化韵纹至5阶042级,301,0,2003,5042,"1,6,4000;2,2,8",13006,13004,20,22
13006,强化韵纹,,强化韵纹至6阶053级,301,0,2003,6053,"1,6,5000;2,2,10",13007,13005,20,22
13007,强化韵纹,,强化韵纹至7阶064级,301,0,2003,7064,"1,6,6000;2,3,3",13008,13006,20,22
13008,强化韵纹,,强化韵纹至8阶081级,301,0,2003,8081,"1,6,7000;2,3,5",13009,13007,20,22
13009,强化韵纹,,强化韵纹至9阶100级,301,0,2003,9100,"1,6,8000;2,3,8",13010,13008,20,22
13010,强化韵纹,,强化韵纹至10阶132级,301,0,2003,10132,"31,2,1",0,13009,20,22
15001,激活界石,,成功激活1块界石,302,0,2005,1,"5,1,300;16,111,1;16,112,1;16,113,1",15002,0,19,20
15002,激活界石,,成功激活2块界石,302,0,2005,2,"5,2,300;16,111,1;16,112,1;16,113,1",15003,15001,19,20
15003,激活界石,,成功激活3块界石,302,0,2005,3,"5,3,300;16,111,1;16,112,1;16,113,1",15004,15002,19,20
15004,激活界石,,成功激活4块界石,302,0,2005,4,"5,4,300;16,111,1;16,112,1;16,113,1",15005,15003,19,20
15005,激活界石,,成功激活5块界石,302,0,2005,5,"5,5,300;16,111,1;16,112,1;16,113,1",15006,15004,19,20
15006,激活界石,,成功激活6块界石,302,0,2005,6,"5,6,300;16,111,1;16,112,1;16,113,1",15007,15005,19,20
15007,激活界石,,成功激活7块界石,302,0,2005,7,"5,7,300;16,111,1;16,112,1;16,113,1",15008,15006,19,20
15008,激活界石,,成功激活8块界石,302,0,2005,8,"5,8,300;16,111,1;16,112,1;16,113,1",15009,15007,19,20
15009,激活界石,,成功激活9块界石,302,0,2005,9,"5,9,300;16,111,1;16,112,1;16,113,1",15010,15008,19,20
15010,激活界石,,成功激活10块界石,302,0,2005,10,"5,10,300;16,111,1;16,112,1;16,113,1",15011,15009,19,20
15011,激活界石,,成功激活11块界石,302,0,2005,11,"5,11,300;16,111,1;16,112,1;16,113,1",15012,15010,19,20
15012,激活界石,,成功激活12块界石,302,0,2005,12,"5,12,300;16,111,1;16,112,1;16,113,1",0,15011,19,20
16001,招募京剧猫,,成功招募1个京剧猫,701,0,2006,1,"6,1,10",16002,0,9,4
16002,招募京剧猫,,成功招募6个京剧猫,701,0,2006,6,"6,2,10",16003,16001,9,4
16003,招募京剧猫,,成功招募11个京剧猫,701,0,2006,11,"6,2,20",16004,16002,9,4
16004,招募京剧猫,,成功招募16个京剧猫,701,0,2006,16,"6,3,10",16005,16003,9,4
16005,招募京剧猫,,成功招募21个京剧猫,701,0,2006,21,"6,3,20",16006,16004,9,4
16006,招募京剧猫,,成功招募26个京剧猫,701,0,2006,26,"6,4,10",16007,16005,9,4
16007,招募京剧猫,,成功招募31个京剧猫,701,0,2006,31,"6,4,15",16008,16006,9,4
16008,招募京剧猫,,成功招募36个京剧猫,701,0,2006,36,"6,4,20",16009,16007,9,4
16009,招募京剧猫,,成功招募41个京剧猫,701,0,2006,41,"6,5,10",0,16008,9,4
17001,升级角色,,角色等级达到1级,802,0,2007,1,"1,1,1000",17002,0,3,1
17002,升级角色,,角色等级达到2级,802,0,2007,2,"1,1,2000",17003,17001,3,1
17003,升级角色,,角色等级达到3级,802,0,2007,3,"1,1,3000",17004,17002,3,1
17004,升级角色,,角色等级达到4级,802,0,2007,4,"1,1,4000",17005,17003,3,1
17005,升级角色,,角色等级达到5级,802,0,2007,5,"1,1,5000",17006,17004,3,1
17006,升级角色,,角色等级达到6级,802,0,2007,6,"1,1,6000",17007,17005,3,1
