id,type,param,icon,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101405,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101501,3,11151_3000;11152_4000;11153_3000,ui/stage/deng1.png,3遭遇宝箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101502,5,1500,ui/stage/deng1.png,5回复HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101503,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101504,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101505,12,1000,ui/stage/deng1.png,12减少hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101601,1,11161_2500;11162_2500;11163_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101602,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101603,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101604,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101605,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101701,7,4,ui/stage/deng1.png,7跃层,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101702,9,3,ui/stage/deng1.png,9分岔路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101703,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101704,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101705,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101801,3,11181_3000;11182_4000;11183_3000,ui/stage/deng1.png,3遭遇宝箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101802,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101803,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101804,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101805,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101901,1,11191_2500;11192_2500;11193_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101902,2,1002_5000;1003_5000,ui/stage/deng1.png,2神秘驿站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101903,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101904,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101905,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102001,1,11201_2500;11202_2500;11203_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102005,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102101,1,11211_2500;11212_2500;11213_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102102,4,101_2500;102_2500;103_2500;104_2500,ui/stage/deng1.png,4随机buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102103,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102104,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102105,12,1000,ui/stage/deng1.png,12减少hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102201,1,11221_2500;11222_2500;11223_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102202,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102203,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102204,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102205,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102301,1,11231_2500;11232_2500;11233_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102302,5,1500,ui/stage/deng1.png,5回复HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102303,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102304,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102305,10,80,ui/stage/deng1.png,10减少积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102401,1,11241_2500;11242_2500;11243_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102402,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102403,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102404,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102405,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102501,3,11251_3000;11252_4000;11253_3000,ui/stage/deng1.png,3遭遇宝箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102502,5,1500,ui/stage/deng1.png,5回复HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102503,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102504,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102505,12,1000,ui/stage/deng1.png,12减少hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102601,1,11261_2500;11262_2500;11263_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102602,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102603,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102604,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102605,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102701,1,11271_2500;11272_2500;11273_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102702,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102703,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102704,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102705,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102801,1,11281_2500;11282_2500;11283_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102802,3,11281_3000;11282_4000;11283_3000,ui/stage/deng1.png,3遭遇宝箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102803,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102804,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102805,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102901,1,11291_2500;11292_2500;11293_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102902,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102903,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102904,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102905,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103001,1,11301_2500;11302_2500;11303_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103002,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103003,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103004,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103005,6,2000,ui/stage/deng1.png,6回复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200101,1,21001_2500;21002_2500;21003_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200102,6,2000,ui/stage/deng1.png,6恢复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200103,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200104,10,100,ui/stage/deng1.png,10减少积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200105,11,1000,ui/stage/deng1.png,11减少体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200201,1,21004_2500;21005_2500;21006_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200202,3,20321_6000;20322_3000;20323_1000,ui/stage/deng1.png,3遭遇宝箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200203,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200204,12,1000,ui/stage/deng1.png,12减少生命值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200205,6,2000,ui/stage/deng1.png,6恢复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200301,1,21007_2500;21008_2500;21009_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200302,6,2000,ui/stage/deng1.png,6恢复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200303,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200304,10,100,ui/stage/deng1.png,10减少积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200305,11,1000,ui/stage/deng1.png,11减少体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200401,1,21011_2500;21012_2500;21013_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200402,4,101_2500;102_2500;103_2500;104_2500,ui/stage/deng1.png,4随机buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200403,5,1500,ui/stage/deng1.png,5恢复生命,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200404,11,1000,ui/stage/deng1.png,11减少体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200405,12,1000,ui/stage/deng1.png,12减少生命值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501,13,203102_2500;203103_2500;203104_2500;203105_2500,ui/stage/deng1.png,13随机事件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200502,5,1500,ui/stage/deng1.png,5恢复生命,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200503,11,1000,ui/stage/deng1.png,11减少体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200504,12,1000,ui/stage/deng1.png,12减少生命值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200505,13,203102_2500;203103_2500;203104_2500;203105_2500,ui/stage/deng1.png,13随机事件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200601,1,21014_2500;21015_2500;21016_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200602,6,2000,ui/stage/deng1.png,6恢复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,10,100,ui/stage/deng1.png,10减少积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,11,1000,ui/stage/deng1.png,11减少体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200701,1,21020_2500;21021_2500;21022_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200702,5,1500,ui/stage/deng1.png,5恢复生命,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200703,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200704,10,100,ui/stage/deng1.png,10减少积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200705,11,1000,ui/stage/deng1.png,11减少体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200801,1,21023_2500;21024_2500;21025_5000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200802,3,20381_6000;20382_3000;20383_1000,ui/stage/deng1.png,3遭遇宝箱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200803,5,1500,ui/stage/deng1.png,5恢复生命,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200804,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200805,11,1000,ui/stage/deng1.png,11减少体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200901,1,21028_3000;21029_4000;21030_3000,ui/stage/deng1.png,1遇敌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200902,5,1500,ui/stage/deng1.png,5恢复生命,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200903,12,1000,ui/stage/deng1.png,12减少生命值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200904,6,2000,ui/stage/deng1.png,6恢复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200905,6,2000,ui/stage/deng1.png,6恢复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201001,2,2001_5000;2002_5000,ui/stage/deng1.png,2神秘驿站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201002,6,2000,ui/stage/deng1.png,6恢复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201003,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201004,10,100,ui/stage/deng1.png,10减少积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201005,11,1000,ui/stage/deng1.png,11减少体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201101,5,1500,ui/stage/deng1.png,5恢复生命,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201102,6,2000,ui/stage/deng1.png,6恢复体力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201103,8,50,ui/stage/deng1.png,8获得积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201104,10,100,ui/stage/deng1.png,10减少积分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
