id,type1,weight1,awardcontent1,type2,weight2,awardcontent2,type3,weight3,awardcontent3,type4,weight4,awardcontent4,type5,weight5,awardcontent5,type6,weight6,awardcontent6,type7,weight7,awardcontent7,type8,weight8,awardcontent8,type9,weight9,awardcontent9,type10,weight10,awardcontent10
1053,2,10000,105301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,2,10000,106101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,2,10000,106201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,2,10000,106301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,2,10000,107101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,2,10000,107201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,2,10000,107301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,2,10000,108101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,2,10000,108201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,2,10000,108301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,2,10000,109101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,2,10000,109201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,2,10000,109301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2,10000,110101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,2,10000,110201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,2,10000,110301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,2,10000,111101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,2,10000,111201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,2,10000,111301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,2,10000,112101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,2,10000,112201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,2,10000,112301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,2,10000,113101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,2,10000,113201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,2,10000,113301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,2,10000,114101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,2,10000,114201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,2,10000,114301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,2,10000,115101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,2,10000,115201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,2,10000,115301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,2,10000,116101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,2,10000,116201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,2,10000,116301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,2,10000,117101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,2,10000,117201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,2,10000,117301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,2,10000,118101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,2,10000,118201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,2,10000,118301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,2,10000,119101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,2,10000,119201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,2,10000,119301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,2,10000,120101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,2,10000,120201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,2,10000,120301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,10000,201101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,10000,201201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2,10000,201301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,10000,202101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,10000,202201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,10000,202301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,2,10000,203101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,2,10000,203201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,2,10000,203301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,2,10000,204101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,2,10000,204201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,2,10000,204301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,2,10000,205101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,2,10000,205201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,2,10000,205301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,2,10000,206101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,2,10000,206201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,2,10000,206301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,2,10000,207101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,2,10000,207201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,2,10000,207301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,2,10000,208101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,2,10000,208201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,2,10000,208301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,2,10000,209101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,2,10000,209201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,2,10000,209301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2,10000,210101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2,10000,210201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,2,10000,210301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,2,10000,211101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,2,10000,211201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,2,10000,211301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,2,10000,212101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,2,10000,212201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,2,10000,212301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,2,10000,213101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,2,10000,213201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,2,10000,213301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,2,10000,214101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,2,10000,214201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,2,10000,214301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,2,10000,215101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,2,10000,215201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,2,10000,215301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,2,10000,216101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,2,10000,216201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,2,10000,216301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,2,10000,217101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,2,10000,217201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,2,10000,217301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,2,10000,218101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,2,10000,218201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,2,10000,218301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,2,10000,219101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,2,10000,219201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,2,10000,219301,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2,10000,220101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,2,10000,220201,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,2,10000,220301,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101,2,10000,1010101,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102,2,10000,1010201,2,10000,1010202,,,,,,,,,,,,,,,,,,,,,,,,
10103,2,10000,1010301,2,10000,1010302,,,,,,,,,,,,,,,,,,,,,,,,
10201,2,10000,1020101,2,10000,1020102,,,,,,,,,,,,,,,,,,,,,,,,
10202,2,10000,1020201,2,10000,1020202,,,,,,,,,,,,,,,,,,,,,,,,
10203,2,10000,1020301,2,10000,1020302,,,,,,,,,,,,,,,,,,,,,,,,
10204,2,10000,1020401,2,10000,1020402,,,,,,,,,,,,,,,,,,,,,,,,
10205,2,10000,1020501,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,2,10000,1030101,2,10000,1030102,,,,,,,,,,,,,,,,,,,,,,,,
10302,2,10000,1030201,2,10000,1030202,,,,,,,,,,,,,,,,,,,,,,,,
10303,2,10000,1030301,2,10000,1030302,,,,,,,,,,,,,,,,,,,,,,,,
10304,2,10000,1030401,2,10000,1030402,,,,,,,,,,,,,,,,,,,,,,,,
10305,2,10000,1030501,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401,2,10000,1040101,2,10000,1040102,,,,,,,,,,,,,,,,,,,,,,,,
10402,2,10000,1040201,2,10000,1040202,,,,,,,,,,,,,,,,,,,,,,,,
10403,2,10000,1040301,2,10000,1040302,,,,,,,,,,,,,,,,,,,,,,,,
10404,2,10000,1040401,2,10000,1040402,,,,,,,,,,,,,,,,,,,,,,,,
10405,2,10000,1040501,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501,2,10000,1050101,2,10000,1050102,,,,,,,,,,,,,,,,,,,,,,,,
10502,2,10000,1050201,2,10000,1050202,,,,,,,,,,,,,,,,,,,,,,,,
10503,2,10000,1050301,2,10000,1050302,,,,,,,,,,,,,,,,,,,,,,,,
10504,2,10000,1050401,2,10000,1050402,,,,,,,,,,,,,,,,,,,,,,,,
10505,2,10000,1050501,,,,,,,,,,,,,,,,,,,,,,,,,,,
10601,2,10000,1060101,2,10000,1060102,,,,,,,,,,,,,,,,,,,,,,,,
10602,2,10000,1060201,2,10000,1060202,,,,,,,,,,,,,,,,,,,,,,,,
10603,2,10000,1060301,2,10000,1060302,,,,,,,,,,,,,,,,,,,,,,,,
10604,2,10000,1060401,2,10000,1060402,,,,,,,,,,,,,,,,,,,,,,,,
10605,2,10000,1060501,,,,,,,,,,,,,,,,,,,,,,,,,,,
10701,2,10000,1070101,2,10000,1070102,,,,,,,,,,,,,,,,,,,,,,,,
10702,2,10000,1070201,2,10000,1070202,,,,,,,,,,,,,,,,,,,,,,,,
10703,2,10000,1070301,2,10000,1070302,,,,,,,,,,,,,,,,,,,,,,,,
10704,2,10000,1070401,2,10000,1070402,,,,,,,,,,,,,,,,,,,,,,,,
10705,2,10000,1070501,,,,,,,,,,,,,,,,,,,,,,,,,,,
10801,2,10000,1080101,2,10000,1080102,,,,,,,,,,,,,,,,,,,,,,,,
10802,2,10000,1080201,2,10000,1080202,,,,,,,,,,,,,,,,,,,,,,,,
10803,2,10000,1080301,2,10000,1080302,,,,,,,,,,,,,,,,,,,,,,,,
10804,2,10000,1080401,2,10000,1080402,,,,,,,,,,,,,,,,,,,,,,,,
10805,2,10000,1080501,,,,,,,,,,,,,,,,,,,,,,,,,,,
10901,2,10000,1090101,2,10000,1090102,,,,,,,,,,,,,,,,,,,,,,,,
10902,2,10000,1090201,2,10000,1090202,,,,,,,,,,,,,,,,,,,,,,,,
10903,2,10000,1090301,2,10000,1090302,,,,,,,,,,,,,,,,,,,,,,,,
10904,2,10000,1090401,2,10000,1090402,,,,,,,,,,,,,,,,,,,,,,,,
10905,2,10000,1090501,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,2,10000,1100101,2,10000,1100102,,,,,,,,,,,,,,,,,,,,,,,,
11002,2,10000,1100201,2,10000,1100202,,,,,,,,,,,,,,,,,,,,,,,,
11003,2,10000,1100301,2,10000,1100302,,,,,,,,,,,,,,,,,,,,,,,,
11004,2,10000,1100401,2,10000,1100402,,,,,,,,,,,,,,,,,,,,,,,,
11005,2,10000,1100501,,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,2,10000,1110101,2,10000,1110102,,,,,,,,,,,,,,,,,,,,,,,,
11102,2,10000,1110201,2,10000,1110202,,,,,,,,,,,,,,,,,,,,,,,,
11103,2,10000,1110301,2,10000,1110302,,,,,,,,,,,,,,,,,,,,,,,,
11104,2,10000,1110401,2,10000,1110402,,,,,,,,,,,,,,,,,,,,,,,,
11105,2,10000,1110501,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201,2,10000,1120101,2,10000,1120102,,,,,,,,,,,,,,,,,,,,,,,,
11202,2,10000,1120201,2,10000,1120202,,,,,,,,,,,,,,,,,,,,,,,,
11203,2,10000,1120301,2,10000,1120302,,,,,,,,,,,,,,,,,,,,,,,,
11204,2,10000,1120401,2,10000,1120402,,,,,,,,,,,,,,,,,,,,,,,,
11205,2,10000,1120501,,,,,,,,,,,,,,,,,,,,,,,,,,,
11301,2,10000,1130101,2,10000,1130102,,,,,,,,,,,,,,,,,,,,,,,,
11302,2,10000,1130201,2,10000,1130202,,,,,,,,,,,,,,,,,,,,,,,,
11303,2,10000,1130301,2,10000,1130302,,,,,,,,,,,,,,,,,,,,,,,,
11304,2,10000,1130401,2,10000,1130402,,,,,,,,,,,,,,,,,,,,,,,,
11305,2,10000,1130501,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401,2,10000,1140101,2,10000,1140102,,,,,,,,,,,,,,,,,,,,,,,,
11402,2,10000,1140201,2,10000,1140202,,,,,,,,,,,,,,,,,,,,,,,,
11403,2,10000,1140301,2,10000,1140302,,,,,,,,,,,,,,,,,,,,,,,,
11404,2,10000,1140401,2,10000,1140402,,,,,,,,,,,,,,,,,,,,,,,,
11405,2,10000,1140501,,,,,,,,,,,,,,,,,,,,,,,,,,,
11501,2,10000,1150101,2,10000,1150102,,,,,,,,,,,,,,,,,,,,,,,,
11502,2,10000,1150201,2,10000,1150202,,,,,,,,,,,,,,,,,,,,,,,,
11503,2,10000,1150301,2,10000,1150302,,,,,,,,,,,,,,,,,,,,,,,,
11504,2,10000,1150401,2,10000,1150402,,,,,,,,,,,,,,,,,,,,,,,,
11505,2,10000,1150501,,,,,,,,,,,,,,,,,,,,,,,,,,,
11601,2,10000,1160101,2,10000,1160102,,,,,,,,,,,,,,,,,,,,,,,,
11602,2,10000,1160201,2,10000,1160202,,,,,,,,,,,,,,,,,,,,,,,,
11603,2,10000,1160301,2,10000,1160302,,,,,,,,,,,,,,,,,,,,,,,,
11604,2,10000,1160401,2,10000,1160402,,,,,,,,,,,,,,,,,,,,,,,,
11605,2,10000,1160501,,,,,,,,,,,,,,,,,,,,,,,,,,,
11701,2,10000,1170101,2,10000,1170102,,,,,,,,,,,,,,,,,,,,,,,,
11702,2,10000,1170201,2,10000,1170202,,,,,,,,,,,,,,,,,,,,,,,,
11703,2,10000,1170301,2,10000,1170302,,,,,,,,,,,,,,,,,,,,,,,,
11704,2,10000,1170401,2,10000,1170402,,,,,,,,,,,,,,,,,,,,,,,,
11705,2,10000,1170501,,,,,,,,,,,,,,,,,,,,,,,,,,,
11801,2,10000,1180101,2,10000,1180102,,,,,,,,,,,,,,,,,,,,,,,,
11802,2,10000,1180201,2,10000,1180202,,,,,,,,,,,,,,,,,,,,,,,,
11803,2,10000,1180301,2,10000,1180302,,,,,,,,,,,,,,,,,,,,,,,,
11804,2,10000,1180401,2,10000,1180402,,,,,,,,,,,,,,,,,,,,,,,,
11805,2,10000,1180501,,,,,,,,,,,,,,,,,,,,,,,,,,,
11901,2,10000,1190101,2,10000,1190102,,,,,,,,,,,,,,,,,,,,,,,,
11902,2,10000,1190201,2,10000,1190202,,,,,,,,,,,,,,,,,,,,,,,,
11903,2,10000,1190301,2,10000,1190302,,,,,,,,,,,,,,,,,,,,,,,,
11904,2,10000,1190401,2,10000,1190402,,,,,,,,,,,,,,,,,,,,,,,,
11905,2,10000,1190501,,,,,,,,,,,,,,,,,,,,,,,,,,,
12001,2,10000,1200101,2,10000,1200102,,,,,,,,,,,,,,,,,,,,,,,,
12002,2,10000,1200201,2,10000,1200202,,,,,,,,,,,,,,,,,,,,,,,,
12003,2,10000,1200301,2,10000,1200302,,,,,,,,,,,,,,,,,,,,,,,,
12004,2,10000,1200401,2,10000,1200402,,,,,,,,,,,,,,,,,,,,,,,,
12005,2,10000,1200501,,,,,,,,,,,,,,,,,,,,,,,,,,,
12101,2,10000,1210101,2,10000,1210102,,,,,,,,,,,,,,,,,,,,,,,,
12102,2,10000,1210201,2,10000,1210202,,,,,,,,,,,,,,,,,,,,,,,,
12103,2,10000,1210301,2,10000,1210302,,,,,,,,,,,,,,,,,,,,,,,,
12104,2,10000,1210401,2,10000,1210402,,,,,,,,,,,,,,,,,,,,,,,,
12105,2,10000,1210501,,,,,,,,,,,,,,,,,,,,,,,,,,,
12201,2,10000,1220101,2,10000,1220102,,,,,,,,,,,,,,,,,,,,,,,,
12202,2,10000,1220201,2,10000,1220202,,,,,,,,,,,,,,,,,,,,,,,,
12203,2,10000,1220301,2,10000,1220302,,,,,,,,,,,,,,,,,,,,,,,,
12204,2,10000,1220401,2,10000,1220402,,,,,,,,,,,,,,,,,,,,,,,,
12205,2,10000,1220501,,,,,,,,,,,,,,,,,,,,,,,,,,,
12301,2,10000,1230101,2,10000,1230102,,,,,,,,,,,,,,,,,,,,,,,,
12302,2,10000,1230201,2,10000,1230202,,,,,,,,,,,,,,,,,,,,,,,,
12303,2,10000,1230301,2,10000,1230302,,,,,,,,,,,,,,,,,,,,,,,,
12304,2,10000,1230401,2,10000,1230402,,,,,,,,,,,,,,,,,,,,,,,,
12305,2,10000,1230501,,,,,,,,,,,,,,,,,,,,,,,,,,,
12401,2,10000,1240101,2,10000,1240102,,,,,,,,,,,,,,,,,,,,,,,,
12402,2,10000,1240201,2,10000,1240202,,,,,,,,,,,,,,,,,,,,,,,,
12403,2,10000,1240301,2,10000,1240302,,,,,,,,,,,,,,,,,,,,,,,,
12404,2,10000,1240401,2,10000,1240402,,,,,,,,,,,,,,,,,,,,,,,,
12405,2,10000,1240501,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501,2,10000,1250101,2,10000,1250102,,,,,,,,,,,,,,,,,,,,,,,,
12502,2,10000,1250201,2,10000,1250202,,,,,,,,,,,,,,,,,,,,,,,,
12503,2,10000,1250301,2,10000,1250302,,,,,,,,,,,,,,,,,,,,,,,,
12504,2,10000,1250401,2,10000,1250402,,,,,,,,,,,,,,,,,,,,,,,,
12505,2,10000,1250501,,,,,,,,,,,,,,,,,,,,,,,,,,,
12601,2,10000,1260101,2,10000,1260102,,,,,,,,,,,,,,,,,,,,,,,,
12602,2,10000,1260201,2,10000,1260202,,,,,,,,,,,,,,,,,,,,,,,,
12603,2,10000,1260301,2,10000,1260302,,,,,,,,,,,,,,,,,,,,,,,,
12604,2,10000,1260401,2,10000,1260402,,,,,,,,,,,,,,,,,,,,,,,,
12605,2,10000,1260501,,,,,,,,,,,,,,,,,,,,,,,,,,,
12701,2,10000,1270101,2,10000,1270102,,,,,,,,,,,,,,,,,,,,,,,,
12702,2,10000,1270201,2,10000,1270202,,,,,,,,,,,,,,,,,,,,,,,,
12703,2,10000,1270301,2,10000,1270302,,,,,,,,,,,,,,,,,,,,,,,,
12704,2,10000,1270401,2,10000,1270402,,,,,,,,,,,,,,,,,,,,,,,,
12705,2,10000,1270501,,,,,,,,,,,,,,,,,,,,,,,,,,,
12801,2,10000,1280101,2,10000,1280102,,,,,,,,,,,,,,,,,,,,,,,,
12802,2,10000,1280201,2,10000,1280202,,,,,,,,,,,,,,,,,,,,,,,,
12803,2,10000,1280301,2,10000,1280302,,,,,,,,,,,,,,,,,,,,,,,,
12804,2,10000,1280401,2,10000,1280402,,,,,,,,,,,,,,,,,,,,,,,,
12805,2,10000,1280501,,,,,,,,,,,,,,,,,,,,,,,,,,,
12901,2,10000,1290101,2,10000,1290102,,,,,,,,,,,,,,,,,,,,,,,,
12902,2,10000,1290201,2,10000,1290202,,,,,,,,,,,,,,,,,,,,,,,,
12903,2,10000,1290301,2,10000,1290302,,,,,,,,,,,,,,,,,,,,,,,,
12904,2,10000,1290401,2,10000,1290402,,,,,,,,,,,,,,,,,,,,,,,,
12905,2,10000,1290501,,,,,,,,,,,,,,,,,,,,,,,,,,,
13001,2,10000,1300101,2,10000,1300102,,,,,,,,,,,,,,,,,,,,,,,,
13002,2,10000,1300201,2,10000,1300202,,,,,,,,,,,,,,,,,,,,,,,,
13003,2,10000,1300301,2,10000,1300302,,,,,,,,,,,,,,,,,,,,,,,,
13004,2,10000,1300401,2,10000,1300402,,,,,,,,,,,,,,,,,,,,,,,,
13005,2,10000,1300501,,,,,,,,,,,,,,,,,,,,,,,,,,,
13101,2,10000,1310101,2,10000,1310102,,,,,,,,,,,,,,,,,,,,,,,,
13102,2,10000,1310201,2,10000,1310202,,,,,,,,,,,,,,,,,,,,,,,,
13103,2,10000,1310301,2,10000,1310302,,,,,,,,,,,,,,,,,,,,,,,,
13104,2,10000,1310401,2,10000,1310402,,,,,,,,,,,,,,,,,,,,,,,,
13105,2,10000,1310501,,,,,,,,,,,,,,,,,,,,,,,,,,,
13201,2,10000,1320101,2,10000,1320102,,,,,,,,,,,,,,,,,,,,,,,,
13202,2,10000,1320201,2,10000,1320202,,,,,,,,,,,,,,,,,,,,,,,,
13203,2,10000,1320301,2,10000,1320302,,,,,,,,,,,,,,,,,,,,,,,,
13204,2,10000,1320401,2,10000,1320402,,,,,,,,,,,,,,,,,,,,,,,,
13205,2,10000,1320501,,,,,,,,,,,,,,,,,,,,,,,,,,,
13301,2,10000,1330101,2,10000,1330102,,,,,,,,,,,,,,,,,,,,,,,,
13302,2,10000,1330201,2,10000,1330202,,,,,,,,,,,,,,,,,,,,,,,,
13303,2,10000,1330301,2,10000,1330302,,,,,,,,,,,,,,,,,,,,,,,,
13304,2,10000,1330401,2,10000,1330402,,,,,,,,,,,,,,,,,,,,,,,,
13305,2,10000,1330501,,,,,,,,,,,,,,,,,,,,,,,,,,,
13401,2,10000,1340101,2,10000,1340102,,,,,,,,,,,,,,,,,,,,,,,,
13402,2,10000,1340201,2,10000,1340202,,,,,,,,,,,,,,,,,,,,,,,,
13403,2,10000,1340301,2,10000,1340302,,,,,,,,,,,,,,,,,,,,,,,,
13404,2,10000,1340401,2,10000,1340402,,,,,,,,,,,,,,,,,,,,,,,,
13405,2,10000,1340501,,,,,,,,,,,,,,,,,,,,,,,,,,,
13501,2,10000,1350101,2,10000,1350102,,,,,,,,,,,,,,,,,,,,,,,,
13502,2,10000,1350201,2,10000,1350202,,,,,,,,,,,,,,,,,,,,,,,,
13503,2,10000,1350301,2,10000,1350302,,,,,,,,,,,,,,,,,,,,,,,,
13504,2,10000,1350401,2,10000,1350402,,,,,,,,,,,,,,,,,,,,,,,,
13505,2,10000,1350501,,,,,,,,,,,,,,,,,,,,,,,,,,,
13601,2,10000,1360101,2,10000,1360102,,,,,,,,,,,,,,,,,,,,,,,,
13602,2,10000,1360201,2,10000,1360202,,,,,,,,,,,,,,,,,,,,,,,,
13603,2,10000,1360301,2,10000,1360302,,,,,,,,,,,,,,,,,,,,,,,,
13604,2,10000,1360401,2,10000,1360402,,,,,,,,,,,,,,,,,,,,,,,,
13605,2,10000,1360501,,,,,,,,,,,,,,,,,,,,,,,,,,,
13701,2,10000,1370101,2,10000,1370102,,,,,,,,,,,,,,,,,,,,,,,,
13702,2,10000,1370201,2,10000,1370202,,,,,,,,,,,,,,,,,,,,,,,,
13703,2,10000,1370301,2,10000,1370302,,,,,,,,,,,,,,,,,,,,,,,,
13704,2,10000,1370401,2,10000,1370402,,,,,,,,,,,,,,,,,,,,,,,,
13705,2,10000,1370501,,,,,,,,,,,,,,,,,,,,,,,,,,,
13801,2,10000,1380101,2,10000,1380102,,,,,,,,,,,,,,,,,,,,,,,,
13802,2,10000,1380201,2,10000,1380202,,,,,,,,,,,,,,,,,,,,,,,,
13803,2,10000,1380301,2,10000,1380302,,,,,,,,,,,,,,,,,,,,,,,,
13804,2,10000,1380401,2,10000,1380402,,,,,,,,,,,,,,,,,,,,,,,,
13805,2,10000,1380501,,,,,,,,,,,,,,,,,,,,,,,,,,,
13901,2,10000,1390101,2,10000,1390102,,,,,,,,,,,,,,,,,,,,,,,,
13902,2,10000,1390201,2,10000,1390202,,,,,,,,,,,,,,,,,,,,,,,,
13903,2,10000,1390301,2,10000,1390302,,,,,,,,,,,,,,,,,,,,,,,,
13904,2,10000,1390401,2,10000,1390402,,,,,,,,,,,,,,,,,,,,,,,,
13905,2,10000,1390501,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,2,10000,1400101,2,10000,1400102,,,,,,,,,,,,,,,,,,,,,,,,
14002,2,10000,1400201,2,10000,1400202,,,,,,,,,,,,,,,,,,,,,,,,
14003,2,10000,1400301,2,10000,1400302,,,,,,,,,,,,,,,,,,,,,,,,
14004,2,10000,1400401,2,10000,1400402,,,,,,,,,,,,,,,,,,,,,,,,
