id,equipId,resID,level,name,icon,quality,advanced,levelUpNeedCoin,levelUpNeedResId1,levelUpNeedResCnt1,levelUpNeedResId2,levelUpNeedResCnt2,isStepUp,attrType,attrValue,nextLevelAttrType,nextLevelAttrValue,res,equipPosition,power,LOffset,ROffset,LZoder,RZoder
1040,1,,40,¸ÄÁ¼¿ø,#kui_gailiangkui.png,3,1,78721,1,4,,,0,1,11147,1,248,,2,602,,,,
1041,1,,41,¸ÄÁ¼¿ø,#kui_gailiangkui.png,3,1,83527,1,6,,,0,1,11395,1,248,,2,615,,,,
1042,1,,42,¸ÄÁ¼¿ø,#kui_gailiangkui.png,3,1,196670,4001,85,4002,85,1,1,11643,1,2625,,2,629,,,,
1043,1,,43,ïôÎ²¹Ú,#kui_zhiweiguan.png,4,0,93642,1,6,,,0,1,14268,1,298,,2,770,,,,
1044,1,,44,ïôÎ²¹Ú,#kui_zhiweiguan.png,4,0,98955,1,6,,,0,1,14566,1,297,,2,787,,,,
1045,1,,45,ïôÎ²¹Ú,#kui_zhiweiguan.png,4,0,104437,1,6,,,0,1,14863,1,297,,2,803,,,,
1046,1,,46,ïôÎ²¹Ú,#kui_zhiweiguan.png,4,0,110095,1,8,,,0,1,15160,1,298,,2,819,,,,
1047,1,,47,ïôÎ²¹Ú,#kui_zhiweiguan.png,4,0,115926,1,8,,,0,1,15458,1,297,,2,835,,,,
1048,1,,48,ïôÎ²¹Ú,#kui_zhiweiguan.png,4,0,121934,1,8,,,0,1,15755,1,297,,2,851,,,,
1049,1,,49,ïôÎ²¹Ú,#kui_zhiweiguan.png,4,0,128121,1,8,,,0,1,16052,1,297,,2,867,,,,
1050,1,,50,ïôÎ²¹Ú,#kui_zhiweiguan.png,4,0,134487,1,8,,,0,1,16349,1,298,,2,883,,,,
1051,1,,51,ïôÎ²¹Ú,#kui_zhiweiguan.png,4,0,141031,1,10,,,0,1,16647,1,297,,2,899,,,,
1052,1,,52,ïôÎ²¹Ú,#kui_zhiweiguan.png,4,0,328356,5001,130,5002,130,1,1,16944,1,3171,,2,915,,,,
1053,1,,53,×Ï½ð¹Ú,#kui_zijinguan.png,4,1,154672,1,10,,,0,1,20115,1,347,,2,1086,,,,
1054,1,,54,×Ï½ð¹Ú,#kui_zijinguan.png,4,1,161768,1,10,,,0,1,20462,1,346,,2,1105,,,,
1055,1,,55,×Ï½ð¹Ú,#kui_zijinguan.png,4,1,169052,1,10,,,0,1,20808,1,347,,2,1124,,,,
1056,1,,56,×Ï½ð¹Ú,#kui_zijinguan.png,4,1,176523,1,15,,,0,1,21155,1,347,,2,1142,,,,
1057,1,,57,×Ï½ð¹Ú,#kui_zijinguan.png,4,1,184183,1,15,,,0,1,21502,1,347,,2,1161,,,,
1058,1,,58,×Ï½ð¹Ú,#kui_zijinguan.png,4,1,192033,1,15,,,0,1,21849,1,347,,2,1180,,,,
1059,1,,59,×Ï½ð¹Ú,#kui_zijinguan.png,4,1,200076,1,15,,,0,1,22196,1,347,,2,1199,,,,
1060,1,,60,×Ï½ð¹Ú,#kui_zijinguan.png,4,1,208311,1,15,,,0,1,22543,1,346,,2,1217,,,,
1061,1,,61,×Ï½ð¹Ú,#kui_zijinguan.png,4,1,216742,1,20,,,0,1,22889,1,347,,2,1236,,,,
1062,1,,62,×Ï½ð¹Ú,#kui_zijinguan.png,4,1,500816,6001,185,6002,185,1,1,23236,1,3716,,2,1255,,,,
1063,1,,63,·ò×Ó¿ø,#kui_fuzikui.png,4,2,234189,1,20,,,0,1,26952,1,396,,2,1455,,,,
1064,1,,64,·ò×Ó¿ø,#kui_fuzikui.png,4,2,243211,1,20,,,0,1,27348,1,397,,2,1477,,,,
1065,1,,65,·ò×Ó¿ø,#kui_fuzikui.png,4,2,252432,1,20,,,0,1,27745,1,396,,2,1498,,,,
1066,1,,66,·ò×Ó¿ø,#kui_fuzikui.png,4,2,261852,1,30,,,0,1,28141,1,396,,2,1520,,,,
1067,1,,67,·ò×Ó¿ø,#kui_fuzikui.png,4,2,271476,1,30,,,0,1,28537,1,397,,2,1541,,,,
1068,1,,68,·ò×Ó¿ø,#kui_fuzikui.png,4,2,281301,1,30,,,0,1,28934,1,396,,2,1562,,,,
1069,1,,69,·ò×Ó¿ø,#kui_fuzikui.png,4,2,291332,1,30,,,0,1,29330,1,397,,2,1584,,,,
1070,1,,70,·ò×Ó¿ø,#kui_fuzikui.png,4,2,301569,1,30,,,0,1,29727,1,396,,2,1605,,,,
1071,1,,71,·ò×Ó¿ø,#kui_fuzikui.png,4,2,312012,1,50,,,0,1,30123,1,396,,2,1627,,,,
1072,1,,72,·ò×Ó¿ø,#kui_fuzikui.png,4,2,717030,7001,250,7002,250,1,1,30519,1,4261,,2,1648,,,,
1073,1,,73,¾ÅÁú¹Ú,#kui_jiulongguan.png,5,0,333522,1,50,,,0,1,34780,1,446,,2,1878,,,,
1074,1,,74,¾ÅÁú¹Ú,#kui_jiulongguan.png,5,0,344593,1,50,,,0,1,35226,1,446,,2,1902,,,,
1075,1,,75,¾ÅÁú¹Ú,#kui_jiulongguan.png,5,0,355875,1,50,,,0,1,35672,1,446,,2,1926,,,,
1076,1,,76,¾ÅÁú¹Ú,#kui_jiulongguan.png,5,0,367371,1,80,,,0,1,36118,1,446,,2,1950,,,,
1077,1,,77,¾ÅÁú¹Ú,#kui_jiulongguan.png,5,0,379078,1,80,,,0,1,36564,1,446,,2,1974,,,,
1078,1,,78,¾ÅÁú¹Ú,#kui_jiulongguan.png,5,0,391001,1,80,,,0,1,37010,1,446,,2,1999,,,,
1079,1,,79,¾ÅÁú¹Ú,#kui_jiulongguan.png,5,0,403141,1,80,,,0,1,37456,1,446,,2,2023,,,,
1080,1,,80,¾ÅÁú¹Ú,#kui_jiulongguan.png,5,0,415496,,,,,0,1,37902,1,0,,2,2047,,,,
2001,2,,1,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,8,1,1,,,0,6,9,6,4,,3,7,,,,
2002,2,,2,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,41,1,1,,,0,6,13,6,3,,3,10,,,,
2003,2,,3,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,112,1,1,,,0,6,16,6,3,,3,12,,,,
2004,2,,4,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,225,1,1,,,0,6,19,6,13,,3,15,,,,
2005,2,,5,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,384,1,1,,,0,6,32,6,4,,3,25,,,,
2006,2,,6,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,596,1,1,,,0,6,36,6,5,,3,28,,,,
2007,2,,7,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,864,1,1,,,0,6,41,6,4,,3,32,,,,
2008,2,,8,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,1190,1,1,,,0,6,45,6,5,,3,35,,,,
2009,2,,9,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,1579,1,1,,,0,6,50,6,4,,3,39,,,,
2010,2,,10,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,2033,1,1,,,0,6,54,6,5,,3,42,,,,
2011,2,,11,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,2556,1,2,,,0,6,59,6,4,,3,45,,,,
2012,2,,12,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,3150,1,2,,,0,6,63,6,5,,3,49,,,,
2013,2,,13,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,3817,1,2,,,0,6,68,6,4,,3,52,,,,
2014,2,,14,ºÚ¶Ð¿ìÒÂ,#yi_heiduankuaiyi.png,1,0,10136,1001,10,1002,10,1,6,72,6,28,,3,55,,,,
2015,2,,15,ËØ¼ýÒÂ,#yi_sujianyi.png,2,0,5382,1,2,,,0,6,100,6,5,,3,77,,,,
2016,2,,16,ËØ¼ýÒÂ,#yi_sujianyi.png,2,0,6285,1,2,,,0,6,105,6,6,,3,81,,,,
2017,2,,17,ËØ¼ýÒÂ,#yi_sujianyi.png,2,0,7269,1,2,,,0,6,111,6,6,,3,85,,,,
2018,2,,18,ËØ¼ýÒÂ,#yi_sujianyi.png,2,0,8338,1,2,,,0,6,117,6,6,,3,90,,,,
2019,2,,19,ËØ¼ýÒÂ,#yi_sujianyi.png,2,0,9494,1,2,,,0,6,123,6,6,,3,95,,,,
2020,2,,20,ËØ¼ýÒÂ,#yi_sujianyi.png,2,0,10737,1,2,,,0,6,129,6,6,,3,99,,,,
2021,2,,21,ËØ¼ýÒÂ,#yi_sujianyi.png,2,0,12071,1,3,,,0,6,135,6,6,,3,104,,,,
2022,2,,22,ËØ¼ýÒÂ,#yi_sujianyi.png,2,0,13498,1,3,,,0,6,141,6,5,,3,109,,,,
2023,2,,23,ËØ¼ýÒÂ,#yi_sujianyi.png,2,0,15017,1,3,,,0,6,146,6,6,,3,112,,,,
2024,2,,24,ËØ¼ýÒÂ,#yi_sujianyi.png,2,0,36962,2001,25,2002,25,1,6,152,6,43,,3,117,,,,
2025,2,,25,ÍÅ»¨Âí¹Ó,#yi_tuanhuamagua.png,3,0,18345,1,3,,,0,6,195,6,7,,3,150,,,,
2026,2,,26,ÍÅ»¨Âí¹Ó,#yi_tuanhuamagua.png,3,0,20155,1,3,,,0,6,202,6,7,,3,156,,,,
2027,2,,27,ÍÅ»¨Âí¹Ó,#yi_tuanhuamagua.png,3,0,22067,1,3,,,0,6,209,6,7,,3,161,,,,
2028,2,,28,ÍÅ»¨Âí¹Ó,#yi_tuanhuamagua.png,3,0,24079,1,3,,,0,6,216,6,7,,3,166,,,,
2029,2,,29,ÍÅ»¨Âí¹Ó,#yi_tuanhuamagua.png,3,0,26195,1,3,,,0,6,223,6,8,,3,172,,,,
2030,2,,30,ÍÅ»¨Âí¹Ó,#yi_tuanhuamagua.png,3,0,28415,1,3,,,0,6,231,6,7,,3,178,,,,
2031,2,,31,ÍÅ»¨Âí¹Ó,#yi_tuanhuamagua.png,3,0,30742,1,4,,,0,6,238,6,7,,3,183,,,,
2032,2,,32,ÍÅ»¨Âí¹Ó,#yi_tuanhuamagua.png,3,0,33177,1,4,,,0,6,245,6,7,,3,189,,,,
2033,2,,33,ÍÅ»¨Âí¹Ó,#yi_tuanhuamagua.png,3,0,35720,1,4,,,0,6,252,6,7,,3,194,,,,
2034,2,,34,ÍÅ»¨Âí¹Ó,#yi_tuanhuamagua.png,3,0,85274,3001,50,3002,50,1,6,259,6,58,,3,199,,,,
2035,2,,35,Éñ½«ÒÂ,#yi_shenjiangyi.png,3,1,41138,1,4,,,0,6,317,6,8,,3,244,,,,
2036,2,,36,Éñ½«ÒÂ,#yi_shenjiangyi.png,3,1,44015,1,4,,,0,6,325,6,9,,3,250,,,,
2037,2,,37,Éñ½«ÒÂ,#yi_shenjiangyi.png,3,1,47007,1,4,,,0,6,334,6,8,,3,257,,,,
2038,2,,38,Éñ½«ÒÂ,#yi_shenjiangyi.png,3,1,50114,1,4,,,0,6,342,6,9,,3,263,,,,
2039,2,,39,Éñ½«ÒÂ,#yi_shenjiangyi.png,3,1,53337,1,4,,,0,6,351,6,8,,3,270,,,,
2040,2,,40,Éñ½«ÒÂ,#yi_shenjiangyi.png,3,1,56679,1,4,,,0,6,359,6,9,,3,276,,,,
2041,2,,41,Éñ½«ÒÂ,#yi_shenjiangyi.png,3,1,60139,1,6,,,0,6,368,6,9,,3,283,,,,
2042,2,,42,Éñ½«ÒÂ,#yi_shenjiangyi.png,3,1,63720,1,6,,,0,6,377,6,8,,3,290,,,,
2043,2,,43,Éñ½«ÒÂ,#yi_shenjiangyi.png,3,1,67422,1,6,,,0,6,385,6,9,,3,296,,,,
2044,2,,44,Éñ½«ÒÂ,#yi_shenjiangyi.png,3,1,158328,4001,85,4002,85,1,6,394,6,72,,3,303,,,,
2045,2,,45,Ã±¶¤ÉÏ¼×,#yi_maodingshangjia.png,4,0,75195,1,6,,,0,6,466,6,10,,3,359,,,,
2046,2,,46,Ã±¶¤ÉÏ¼×,#yi_maodingshangjia.png,4,0,79268,1,8,,,0,6,476,6,10,,3,367,,,,
2047,2,,47,Ã±¶¤ÉÏ¼×,#yi_maodingshangjia.png,4,0,83466,1,8,,,0,6,486,6,9,,3,374,,,,
2048,2,,48,Ã±¶¤ÉÏ¼×,#yi_maodingshangjia.png,4,0,87793,1,8,,,0,6,495,6,10,,3,381,,,,
2049,2,,49,Ã±¶¤ÉÏ¼×,#yi_maodingshangjia.png,4,0,92247,1,8,,,0,6,505,6,10,,3,389,,,,
2050,2,,50,Ã±¶¤ÉÏ¼×,#yi_maodingshangjia.png,4,0,96830,1,8,,,0,6,515,6,10,,3,397,,,,
2051,2,,51,Ã±¶¤ÉÏ¼×,#yi_maodingshangjia.png,4,0,101542,1,10,,,0,6,525,6,10,,3,404,,,,
2052,2,,52,Ã±¶¤ÉÏ¼×,#yi_maodingshangjia.png,4,0,106387,1,10,,,0,6,535,6,10,,3,412,,,,
2053,2,,53,Ã±¶¤ÉÏ¼×,#yi_maodingshangjia.png,4,0,111364,1,10,,,0,6,545,6,10,,3,420,,,,
2054,2,,54,Ã±¶¤ÉÏ¼×,#yi_maodingshangjia.png,4,0,258830,5001,130,5002,130,1,6,555,6,87,,3,427,,,,
2055,2,,55,ÌÆâ¥ÉÏîø,#yi_tangnishangkai.png,4,1,121717,1,10,,,0,6,642,6,11,,3,494,,,,
2056,2,,56,ÌÆâ¥ÉÏîø,#yi_tangnishangkai.png,4,1,127097,1,15,,,0,6,653,6,11,,3,503,,,,
2057,2,,57,ÌÆâ¥ÉÏîø,#yi_tangnishangkai.png,4,1,132612,1,15,,,0,6,664,6,12,,3,511,,,,
2058,2,,58,ÌÆâ¥ÉÏîø,#yi_tangnishangkai.png,4,1,138264,1,15,,,0,6,676,6,11,,3,521,,,,
2059,2,,59,ÌÆâ¥ÉÏîø,#yi_tangnishangkai.png,4,1,144054,1,15,,,0,6,687,6,11,,3,529,,,,
2060,2,,60,ÌÆâ¥ÉÏîø,#yi_tangnishangkai.png,4,1,149984,1,15,,,0,6,698,6,11,,3,537,,,,
2061,2,,61,ÌÆâ¥ÉÏîø,#yi_tangnishangkai.png,4,1,156054,1,20,,,0,6,709,6,12,,3,546,,,,
2062,2,,62,ÌÆâ¥ÉÏîø,#yi_tangnishangkai.png,4,1,162264,1,20,,,0,6,721,6,11,,3,555,,,,
2063,2,,63,ÌÆâ¥ÉÏîø,#yi_tangnishangkai.png,4,1,168616,1,20,,,0,6,732,6,11,,3,564,,,,
2064,2,,64,ÌÆâ¥ÉÏîø,#yi_tangnishangkai.png,4,1,389138,6001,185,6002,185,1,6,743,6,102,,3,572,,,,
2065,2,,65,¹ØÓð¿¿ÉÏ¼×,#yi_guanyukaoshangjia.png,4,2,181750,1,20,,,0,6,845,6,13,,3,651,,,,
2066,2,,66,¹ØÓð¿¿ÉÏ¼×,#yi_guanyukaoshangjia.png,4,2,188533,1,30,,,0,6,858,6,12,,3,661,,,,
2067,2,,67,¹ØÓð¿¿ÉÏ¼×,#yi_guanyukaoshangjia.png,4,2,195462,1,30,,,0,6,870,6,13,,3,670,,,,
2068,2,,68,¹ØÓð¿¿ÉÏ¼×,#yi_guanyukaoshangjia.png,4,2,202536,1,30,,,0,6,883,6,12,,3,680,,,,
2069,2,,69,¹ØÓð¿¿ÉÏ¼×,#yi_guanyukaoshangjia.png,4,2,209759,1,30,,,0,6,895,6,13,,3,689,,,,
2070,2,,70,¹ØÓð¿¿ÉÏ¼×,#yi_guanyukaoshangjia.png,4,2,217129,1,30,,,0,6,908,6,13,,3,699,,,,
2071,2,,71,¹ØÓð¿¿ÉÏ¼×,#yi_guanyukaoshangjia.png,4,2,224648,1,50,,,0,6,921,6,12,,3,709,,,,
2072,2,,72,¹ØÓð¿¿ÉÏ¼×,#yi_guanyukaoshangjia.png,4,2,232317,1,50,,,0,6,933,6,13,,3,718,,,,
2073,2,,73,¹ØÓð¿¿ÉÏ¼×,#yi_guanyukaoshangjia.png,4,2,240136,1,50,,,0,6,946,6,13,,3,728,,,,
2074,2,,74,¹ØÓð¿¿ÉÏ¼×,#yi_guanyukaoshangjia.png,4,2,551350,7001,250,7002,250,1,6,959,6,116,,3,738,,,,
2075,2,,75,°ÔÍõ¿¿ÉÏ¼×,#yi_bawangkaoshangjia.png,5,0,256230,1,50,,,0,6,1075,6,14,,3,828,,,,
2076,2,,76,°ÔÍõ¿¿ÉÏ¼×,#yi_bawangkaoshangjia.png,5,0,264506,1,80,,,0,6,1089,6,14,,3,839,,,,
2077,2,,77,°ÔÍõ¿¿ÉÏ¼×,#yi_bawangkaoshangjia.png,5,0,272936,1,80,,,0,6,1103,6,14,,3,849,,,,
2078,2,,78,°ÔÍõ¿¿ÉÏ¼×,#yi_bawangkaoshangjia.png,5,0,281520,1,80,,,0,6,1117,6,14,,3,860,,,,
2079,2,,79,°ÔÍõ¿¿ÉÏ¼×,#yi_bawangkaoshangjia.png,5,0,290261,1,80,,,0,6,1131,6,14,,3,871,,,,
2080,2,,80,°ÔÍõ¿¿ÉÏ¼×,#yi_bawangkaoshangjia.png,5,0,299157,,,,,0,6,1145,6,0,,3,882,,,,
3001,3,,1,ËØ´ø,#yaodai_sudai.png,1,0,6,1,1,,,0,1,198,1,33,,4,11,,,,
3002,3,,2,ËØ´ø,#yaodai_sudai.png,1,0,35,1,1,,,0,1,231,1,33,,4,12,,,,
3003,3,,3,ËØ´ø,#yaodai_sudai.png,1,0,93,1,1,,,0,1,264,1,33,,4,14,,,,
3004,3,,4,ËØ´ø,#yaodai_sudai.png,1,0,187,1,1,,,0,1,297,1,33,,4,16,,,,
3005,3,,5,ËØ´ø,#yaodai_sudai.png,1,0,320,1,1,,,0,1,330,1,397,,4,18,,,,
3006,3,,6,ËØ´ø,#yaodai_sudai.png,1,0,496,1,1,,,0,1,727,1,66,,4,39,,,,
3007,3,,7,ËØ´ø,#yaodai_sudai.png,1,0,720,1,1,,,0,1,793,1,66,,4,43,,,,
3008,3,,8,ËØ´ø,#yaodai_sudai.png,1,0,991,1,1,,,0,1,859,1,66,,4,46,,,,
3009,3,,9,ËØ´ø,#yaodai_sudai.png,1,0,1315,1,1,,,0,1,925,1,66,,4,50,,,,
3010,3,,10,ËØ´ø,#yaodai_sudai.png,1,0,1694,1,1,,,0,1,991,1,66,,4,54,,,,
3011,3,,11,ËØ´ø,#yaodai_sudai.png,1,0,2130,1,2,,,0,1,1057,1,66,,4,57,,,,
3012,3,,12,ËØ´ø,#yaodai_sudai.png,1,0,2625,1,2,,,0,1,1123,1,66,,4,61,,,,
3013,3,,13,ËØ´ø,#yaodai_sudai.png,1,0,3181,1,2,,,0,1,1189,1,66,,4,64,,,,
3014,3,,14,ËØ´ø,#yaodai_sudai.png,1,0,3801,1,2,,,0,1,1255,1,66,,4,68,,,,
3015,3,,15,ËØ´ø,#yaodai_sudai.png,1,0,9968,1001,10,1002,10,1,1,1321,1,760,,4,71,,,,
3016,3,,16,¿Û´ø,#yaodai_koudai.png,2,0,5238,1,2,,,0,1,2081,1,99,,4,112,,,,
3017,3,,17,¿Û´ø,#yaodai_koudai.png,2,0,6057,1,2,,,0,1,2180,1,99,,4,118,,,,
3018,3,,18,¿Û´ø,#yaodai_koudai.png,2,0,6948,1,2,,,0,1,2279,1,99,,4,123,,,,
3019,3,,19,¿Û´ø,#yaodai_koudai.png,2,0,7911,1,2,,,0,1,2378,1,99,,4,128,,,,
3020,3,,20,¿Û´ø,#yaodai_koudai.png,2,0,8947,1,2,,,0,1,2477,1,99,,4,134,,,,
3021,3,,21,¿Û´ø,#yaodai_koudai.png,2,0,10060,1,3,,,0,1,2576,1,99,,4,139,,,,
3022,3,,22,¿Û´ø,#yaodai_koudai.png,2,0,11248,1,3,,,0,1,2675,1,100,,4,144,,,,
3023,3,,23,¿Û´ø,#yaodai_koudai.png,2,0,12514,1,3,,,0,1,2775,1,99,,4,150,,,,
3024,3,,24,¿Û´ø,#yaodai_koudai.png,2,0,13860,1,3,,,0,1,2874,1,99,,4,155,,,,
3025,3,,25,¿Û´ø,#yaodai_koudai.png,2,0,33972,2001,25,2002,25,1,1,2973,1,1123,,4,161,,,,
3026,3,,26,Ñü¹¿,#yaodai_yaoku.png,3,0,16796,1,3,,,0,1,4096,1,132,,4,221,,,,
3027,3,,27,Ñü¹¿,#yaodai_yaoku.png,3,0,18389,1,3,,,0,1,4228,1,132,,4,228,,,,
3028,3,,28,Ñü¹¿,#yaodai_yaoku.png,3,0,20066,1,3,,,0,1,4360,1,132,,4,235,,,,
3029,3,,29,Ñü¹¿,#yaodai_yaoku.png,3,0,21829,1,3,,,0,1,4492,1,132,,4,243,,,,
3030,3,,30,Ñü¹¿,#yaodai_yaoku.png,3,0,23679,1,3,,,0,1,4624,1,132,,4,250,,,,
3031,3,,31,Ñü¹¿,#yaodai_yaoku.png,3,0,25618,1,4,,,0,1,4756,1,132,,4,257,,,,
3032,3,,32,Ñü¹¿,#yaodai_yaoku.png,3,0,27648,1,4,,,0,1,4888,1,133,,4,264,,,,
3033,3,,33,Ñü¹¿,#yaodai_yaoku.png,3,0,29766,1,4,,,0,1,5021,1,132,,4,271,,,,
3034,3,,34,Ñü¹¿,#yaodai_yaoku.png,3,0,31977,1,4,,,0,1,5153,1,132,,4,278,,,,
3035,3,,35,Ñü¹¿,#yaodai_yaoku.png,3,0,76182,3001,50,3002,50,1,1,5285,1,1486,,4,285,,,,
3036,3,,36,Óñ´ø,#yaodai_yudai.png,3,1,36679,1,4,,,0,1,6771,1,165,,4,366,,,,
3037,3,,37,Óñ´ø,#yaodai_yudai.png,3,1,39172,1,4,,,0,1,6936,1,165,,4,375,,,,
3038,3,,38,Óñ´ø,#yaodai_yudai.png,3,1,41761,1,4,,,0,1,7101,1,166,,4,383,,,,
3039,3,,39,Óñ´ø,#yaodai_yudai.png,3,1,44447,1,4,,,0,1,7267,1,165,,4,392,,,,
3040,3,,40,Óñ´ø,#yaodai_yudai.png,3,1,47232,1,4,,,0,1,7432,1,165,,4,401,,,,
3041,3,,41,Óñ´ø,#yaodai_yudai.png,3,1,50116,1,6,,,0,1,7597,1,165,,4,410,,,,
