id,stageid,autoawardid,killawardid,time1,awardid1,time2,awardid2,time3,awardid3,time4,awardid4,time5,awardid5,time6,awardid6,time7,awardid7,time8,awardid8,time9,awardid9,time10,awardid10
20503005,20503,5,2050351,1,2050352,5,2050353,10,2050354,15,2050355,20,2050356,25,2050357,,,,,,,,
20506001,20506,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
20506002,20506,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
20506003,20506,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
20506004,20506,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
20506005,20506,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
20509001,20509,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
20509002,20509,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
20509003,20509,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
20509004,20509,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
20509005,20509,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
20512001,20512,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
20512002,20512,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
20512003,20512,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
20512004,20512,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
20512005,20512,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
20603001,20603,1,2060311,1,2060312,5,2060313,10,2060314,15,2060315,20,2060316,25,2060317,,,,,,,,
20603002,20603,2,2060321,1,2060322,5,2060323,10,2060324,15,2060325,20,2060326,25,2060327,,,,,,,,
20603003,20603,3,2060331,1,2060332,5,2060333,10,2060334,15,2060335,20,2060336,25,2060337,,,,,,,,
20603004,20603,4,2060341,1,2060342,5,2060343,10,2060344,15,2060345,20,2060346,25,2060347,,,,,,,,
20603005,20603,5,2060351,1,2060352,5,2060353,10,2060354,15,2060355,20,2060356,25,2060357,,,,,,,,
20606001,20606,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
20606002,20606,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
20606003,20606,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
20606004,20606,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
20606005,20606,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
20609001,20609,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
20609002,20609,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
20609003,20609,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
20609004,20609,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
20609005,20609,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
20612001,20612,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
20612002,20612,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
20612003,20612,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
20612004,20612,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
20612005,20612,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
20703001,20703,1,2070311,1,2070312,5,2070313,10,2070314,15,2070315,20,2070316,25,2070317,,,,,,,,
20703002,20703,2,2070321,1,2070322,5,2070323,10,2070324,15,2070325,20,2070326,25,2070327,,,,,,,,
20703003,20703,3,2070331,1,2070332,5,2070333,10,2070334,15,2070335,20,2070336,25,2070337,,,,,,,,
20703004,20703,4,2070341,1,2070342,5,2070343,10,2070344,15,2070345,20,2070346,25,2070347,,,,,,,,
20703005,20703,5,2070351,1,2070352,5,2070353,10,2070354,15,2070355,20,2070356,25,2070357,,,,,,,,
20706001,20706,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
20706002,20706,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
20706003,20706,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
20706004,20706,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
20706005,20706,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
20709001,20709,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
20709002,20709,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
20709003,20709,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
20709004,20709,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
20709005,20709,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
20712001,20712,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
20712002,20712,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
20712003,20712,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
20712004,20712,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
20712005,20712,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
20803001,20803,1,2080311,1,2080312,5,2080313,10,2080314,15,2080315,20,2080316,25,2080317,,,,,,,,
20803002,20803,2,2080321,1,2080322,5,2080323,10,2080324,15,2080325,20,2080326,25,2080327,,,,,,,,
20803003,20803,3,2080331,1,2080332,5,2080333,10,2080334,15,2080335,20,2080336,25,2080337,,,,,,,,
20803004,20803,4,2080341,1,2080342,5,2080343,10,2080344,15,2080345,20,2080346,25,2080347,,,,,,,,
20803005,20803,5,2080351,1,2080352,5,2080353,10,2080354,15,2080355,20,2080356,25,2080357,,,,,,,,
20806001,20806,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
20806002,20806,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
20806003,20806,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
20806004,20806,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
20806005,20806,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
20809001,20809,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
20809002,20809,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
20809003,20809,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
20809004,20809,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
20809005,20809,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
20812001,20812,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
20812002,20812,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
20812003,20812,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
20812004,20812,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
20812005,20812,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
20903001,20903,1,2090311,1,2090312,5,2090313,10,2090314,15,2090315,20,2090316,25,2090317,,,,,,,,
20903002,20903,2,2090321,1,2090322,5,2090323,10,2090324,15,2090325,20,2090326,25,2090327,,,,,,,,
20903003,20903,3,2090331,1,2090332,5,2090333,10,2090334,15,2090335,20,2090336,25,2090337,,,,,,,,
20903004,20903,4,2090341,1,2090342,5,2090343,10,2090344,15,2090345,20,2090346,25,2090347,,,,,,,,
20903005,20903,5,2090351,1,2090352,5,2090353,10,2090354,15,2090355,20,2090356,25,2090357,,,,,,,,
20906001,20906,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
20906002,20906,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
20906003,20906,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
20906004,20906,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
20906005,20906,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
20909001,20909,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
20909002,20909,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
20909003,20909,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
20909004,20909,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
20909005,20909,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
20912001,20912,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
20912002,20912,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
20912003,20912,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
20912004,20912,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
20912005,20912,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
21003001,21003,1,2100311,1,2100312,5,2100313,10,2100314,15,2100315,20,2100316,25,2100317,,,,,,,,
21003002,21003,2,2100321,1,2100322,5,2100323,10,2100324,15,2100325,20,2100326,25,2100327,,,,,,,,
21003003,21003,3,2100331,1,2100332,5,2100333,10,2100334,15,2100335,20,2100336,25,2100337,,,,,,,,
21003004,21003,4,2100341,1,2100342,5,2100343,10,2100344,15,2100345,20,2100346,25,2100347,,,,,,,,
21003005,21003,5,2100351,1,2100352,5,2100353,10,2100354,15,2100355,20,2100356,25,2100357,,,,,,,,
21006001,21006,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
21006002,21006,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
21006003,21006,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
21006004,21006,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
21006005,21006,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
21009001,21009,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
21009002,21009,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
21009003,21009,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
21009004,21009,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
21009005,21009,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
21012001,21012,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
21012002,21012,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
21012003,21012,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
21012004,21012,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
21012005,21012,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
21103001,21103,1,2110311,1,2110312,5,2110313,10,2110314,15,2110315,20,2110316,25,2110317,,,,,,,,
21103002,21103,2,2110321,1,2110322,5,2110323,10,2110324,15,2110325,20,2110326,25,2110327,,,,,,,,
21103003,21103,3,2110331,1,2110332,5,2110333,10,2110334,15,2110335,20,2110336,25,2110337,,,,,,,,
21103004,21103,4,2110341,1,2110342,5,2110343,10,2110344,15,2110345,20,2110346,25,2110347,,,,,,,,
21103005,21103,5,2110351,1,2110352,5,2110353,10,2110354,15,2110355,20,2110356,25,2110357,,,,,,,,
21106001,21106,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
21106002,21106,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
21106003,21106,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
21106004,21106,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
21106005,21106,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
21109001,21109,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
21109002,21109,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
21109003,21109,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
21109004,21109,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
21109005,21109,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
21112001,21112,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
21112002,21112,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
21112003,21112,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
21112004,21112,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
21112005,21112,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
21203001,21203,1,2120311,1,2120312,5,2120313,10,2120314,15,2120315,20,2120316,25,2120317,,,,,,,,
21203002,21203,2,2120321,1,2120322,5,2120323,10,2120324,15,2120325,20,2120326,25,2120327,,,,,,,,
21203003,21203,3,2120331,1,2120332,5,2120333,10,2120334,15,2120335,20,2120336,25,2120337,,,,,,,,
21203004,21203,4,2120341,1,2120342,5,2120343,10,2120344,15,2120345,20,2120346,25,2120347,,,,,,,,
21203005,21203,5,2120351,1,2120352,5,2120353,10,2120354,15,2120355,20,2120356,25,2120357,,,,,,,,
21206001,21206,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
21206002,21206,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
21206003,21206,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
21206004,21206,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
21206005,21206,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
21209001,21209,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
21209002,21209,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
21209003,21209,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
21209004,21209,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
21209005,21209,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
21212001,21212,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
21212002,21212,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
21212003,21212,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
21212004,21212,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
21212005,21212,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
21303001,21303,1,2130311,1,2130312,5,2130313,10,2130314,15,2130315,20,2130316,25,2130317,,,,,,,,
21303002,21303,2,2130321,1,2130322,5,2130323,10,2130324,15,2130325,20,2130326,25,2130327,,,,,,,,
21303003,21303,3,2130331,1,2130332,5,2130333,10,2130334,15,2130335,20,2130336,25,2130337,,,,,,,,
21303004,21303,4,2130341,1,2130342,5,2130343,10,2130344,15,2130345,20,2130346,25,2130347,,,,,,,,
21303005,21303,5,2130351,1,2130352,5,2130353,10,2130354,15,2130355,20,2130356,25,2130357,,,,,,,,
21306001,21306,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
21306002,21306,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
21306003,21306,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
21306004,21306,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
21306005,21306,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
21309001,21309,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
21309002,21309,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
21309003,21309,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
21309004,21309,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
21309005,21309,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
21312001,21312,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
21312002,21312,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
21312003,21312,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
21312004,21312,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
21312005,21312,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
21403001,21403,1,2140311,1,2140312,5,2140313,10,2140314,15,2140315,20,2140316,25,2140317,,,,,,,,
21403002,21403,2,2140321,1,2140322,5,2140323,10,2140324,15,2140325,20,2140326,25,2140327,,,,,,,,
21403003,21403,3,2140331,1,2140332,5,2140333,10,2140334,15,2140335,20,2140336,25,2140337,,,,,,,,
21403004,21403,4,2140341,1,2140342,5,2140343,10,2140344,15,2140345,20,2140346,25,2140347,,,,,,,,
21403005,21403,5,2140351,1,2140352,5,2140353,10,2140354,15,2140355,20,2140356,25,2140357,,,,,,,,
21406001,21406,1,2030611,1,2030612,5,2030613,10,2030614,15,2030615,20,2030616,25,2030617,,,,,,,,
21406002,21406,2,2030621,1,2030622,5,2030623,10,2030624,15,2030625,20,2030626,25,2030627,,,,,,,,
21406003,21406,3,2030631,1,2030632,5,2030633,10,2030634,15,2030635,20,2030636,25,2030637,,,,,,,,
21406004,21406,4,2030641,1,2030642,5,2030643,10,2030644,15,2030645,20,2030646,25,2030647,,,,,,,,
21406005,21406,5,2030651,1,2030652,5,2030653,10,2030654,15,2030655,20,2030656,25,2030657,,,,,,,,
21409001,21409,1,2030911,1,2030912,5,2030913,10,2030914,15,2030915,20,2030916,25,2030917,,,,,,,,
21409002,21409,2,2030921,1,2030922,5,2030923,10,2030924,15,2030925,20,2030926,25,2030927,,,,,,,,
21409003,21409,3,2030931,1,2030932,5,2030933,10,2030934,15,2030935,20,2030936,25,2030937,,,,,,,,
21409004,21409,4,2030941,1,2030942,5,2030943,10,2030944,15,2030945,20,2030946,25,2030947,,,,,,,,
21409005,21409,5,2030951,1,2030952,5,2030953,10,2030954,15,2030955,20,2030956,25,2030957,,,,,,,,
21412001,21412,1,2031211,1,2031212,5,2031213,10,2031214,15,2031215,20,2031216,25,2031217,,,,,,,,
21412002,21412,2,2031221,1,2031222,5,2031223,10,2031224,15,2031225,20,2031226,25,2031227,,,,,,,,
21412003,21412,3,2031231,1,2031232,5,2031233,10,2031234,15,2031235,20,2031236,25,2031237,,,,,,,,
21412004,21412,4,2031241,1,2031242,5,2031243,10,2031244,15,2031245,20,2031246,25,2031247,,,,,,,,
21412005,21412,5,2031251,1,2031252,5,2031253,10,2031254,15,2031255,20,2031256,25,2031257,,,,,,,,
21503001,21503,1,2150311,1,2150312,5,2150313,10,2150314,15,2150315,20,2150316,25,2150317,,,,,,,,
21503002,21503,2,2150321,1,2150322,5,2150323,10,2150324,15,2150325,20,2150326,25,2150327,,,,,,,,
