id,partType1,weight1,resourcesType1,subtype1,num1,partType2,weight2,resourcesType2,subtype2,num2,partType3,weight3,resourcesType3,subtype3,num3,partType4,weight4,resourcesType4,subtype4,num4,partType5,weight5,resourcesType5,subtype5,num5,partType6,weight6,resourcesType6,subtype6,num6,partType7,weight7,resourcesType7,subtype7,num7,partType8,weight8,resourcesType8,subtype8,num8,partType9,weight9,resourcesType9,subtype9,num9,partType10,weight10,resourcesType10,subtype10,num10,partType11,weight11,resourcesType11,subtype11,num11,partType12,weight12,resourcesType12,subtype12,num12,partType13,weight13,resourcesType13,subtype13,num13,partType14,weight14,resourcesType14,subtype14,num14,partType15,weight15,resourcesType15,subtype15,num15,partType16,weight16,resourcesType16,subtype16,num16,partType17,weight17,resourcesType17,subtype17,num17,partType18,weight18,resourcesType18,subtype18,num18,partType19,weight19,resourcesType19,subtype19,num19,partType20,weight20,resourcesType20,subtype20,num20,partType21,weight21,resourcesType21,subtype21,num21,partType22,weight22,resourcesType22,subtype22,num22,partType23,weight23,resourcesType23,subtype23,num23,partType24,weight24,resourcesType24,subtype24,num24,partType25,weight25,resourcesType25,subtype25,num25,partType26,weight26,resourcesType26,subtype26,num26,partType27,weight27,resourcesType27,subtype27,num27,partType28,weight28,resourcesType28,subtype28,num28,partType29,weight29,resourcesType29,subtype29,num29,partType30,weight30,resourcesType30,subtype30,num30,partType31,weight31,resourcesType31,subtype31,num31,partType32,weight32,resourcesType32,subtype32,num32,partType33,weight33,resourcesType33,subtype33,num33,partType34,weight34,resourcesType34,subtype34,num34,partType35,weight35,resourcesType35,subtype35,num35,partType36,weight36,resourcesType36,subtype36,num36,partType37,weight37,resourcesType37,subtype37,num37,partType38,weight38,resourcesType38,subtype38,num38,partType39,weight39,resourcesType39,subtype39,num39,partType40,weight40,resourcesType40,subtype40,num40,partType41,weight41,resourcesType41,subtype41,num41,partType42,weight42,resourcesType42,subtype42,num42,partType43,weight43,resourcesType43,subtype43,num43,partType44,weight44,resourcesType44,subtype44,num44,partType45,weight45,resourcesType45,subtype45,num45,partType46,weight46,resourcesType46,subtype46,num46,partType47,weight47,resourcesType47,subtype47,num47,partType48,weight48,resourcesType48,subtype48,num48,partType49,weight49,resourcesType49,subtype49,num49,partType50,weight50,resourcesType50,subtype50,num50
110010,1,200,27,11002001,1,1,200,27,11002002,1,1,200,27,11002003,1,1,200,27,11002004,1,1,200,27,11002005,1,1,200,27,11002006,1,1,200,27,11002007,1,1,200,27,11002008,1,1,200,27,11002009,1,1,200,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,400,27,11004001,1,1,400,27,11004002,1,1,400,27,11004003,1,1,400,27,11004004,1,1,400,27,11004005,1,1,400,27,11004006,1,1,400,27,11004007,1,1,400,27,11004008,1,1,400,27,11004009,1,1,400,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110011,1,100,27,11002001,1,1,100,27,11002002,1,1,100,27,11002003,1,1,100,27,11002004,1,1,100,27,11002005,1,1,100,27,11002006,1,1,100,27,11002007,1,1,100,27,11002008,1,1,100,27,11002009,1,1,100,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,500,27,11004001,1,1,500,27,11004002,1,1,500,27,11004003,1,1,500,27,11004004,1,1,500,27,11004005,1,1,500,27,11004006,1,1,500,27,11004007,1,1,500,27,11004008,1,1,500,27,11004009,1,1,500,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110012,1,100,27,11002001,1,1,100,27,11002002,1,1,100,27,11002003,1,1,100,27,11002004,1,1,100,27,11002005,1,1,100,27,11002006,1,1,100,27,11002007,1,1,100,27,11002008,1,1,100,27,11002009,1,1,100,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,500,27,11004001,1,1,500,27,11004002,1,1,500,27,11004003,1,1,500,27,11004004,1,1,500,27,11004005,1,1,500,27,11004006,1,1,500,27,11004007,1,1,500,27,11004008,1,1,500,27,11004009,1,1,500,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110013,1,100,27,11002001,1,1,100,27,11002002,1,1,100,27,11002003,1,1,100,27,11002004,1,1,100,27,11002005,1,1,100,27,11002006,1,1,100,27,11002007,1,1,100,27,11002008,1,1,100,27,11002009,1,1,100,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,500,27,11004001,1,1,500,27,11004002,1,1,500,27,11004003,1,1,500,27,11004004,1,1,500,27,11004005,1,1,500,27,11004006,1,1,500,27,11004007,1,1,500,27,11004008,1,1,500,27,11004009,1,1,500,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110014,1,100,27,11002001,1,1,100,27,11002002,1,1,100,27,11002003,1,1,100,27,11002004,1,1,100,27,11002005,1,1,100,27,11002006,1,1,100,27,11002007,1,1,100,27,11002008,1,1,100,27,11002009,1,1,100,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,500,27,11004001,1,1,500,27,11004002,1,1,500,27,11004003,1,1,500,27,11004004,1,1,500,27,11004005,1,1,500,27,11004006,1,1,500,27,11004007,1,1,500,27,11004008,1,1,500,27,11004009,1,1,500,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110015,1,100,27,11002001,1,1,100,27,11002002,1,1,100,27,11002003,1,1,100,27,11002004,1,1,100,27,11002005,1,1,100,27,11002006,1,1,100,27,11002007,1,1,100,27,11002008,1,1,100,27,11002009,1,1,100,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,500,27,11004001,1,1,500,27,11004002,1,1,500,27,11004003,1,1,500,27,11004004,1,1,500,27,11004005,1,1,500,27,11004006,1,1,500,27,11004007,1,1,500,27,11004008,1,1,500,27,11004009,1,1,500,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110016,1,0,27,11002001,1,1,0,27,11002002,1,1,0,27,11002003,1,1,0,27,11002004,1,1,0,27,11002005,1,1,0,27,11002006,1,1,0,27,11002007,1,1,0,27,11002008,1,1,0,27,11002009,1,1,0,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,600,27,11004001,1,1,600,27,11004002,1,1,600,27,11004003,1,1,600,27,11004004,1,1,600,27,11004005,1,1,600,27,11004006,1,1,600,27,11004007,1,1,600,27,11004008,1,1,600,27,11004009,1,1,600,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110017,1,0,27,11002001,1,1,0,27,11002002,1,1,0,27,11002003,1,1,0,27,11002004,1,1,0,27,11002005,1,1,0,27,11002006,1,1,0,27,11002007,1,1,0,27,11002008,1,1,0,27,11002009,1,1,0,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,600,27,11004001,1,1,600,27,11004002,1,1,600,27,11004003,1,1,600,27,11004004,1,1,600,27,11004005,1,1,600,27,11004006,1,1,600,27,11004007,1,1,600,27,11004008,1,1,600,27,11004009,1,1,600,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110018,1,0,27,11002001,1,1,0,27,11002002,1,1,0,27,11002003,1,1,0,27,11002004,1,1,0,27,11002005,1,1,0,27,11002006,1,1,0,27,11002007,1,1,0,27,11002008,1,1,0,27,11002009,1,1,0,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,600,27,11004001,1,1,600,27,11004002,1,1,600,27,11004003,1,1,600,27,11004004,1,1,600,27,11004005,1,1,600,27,11004006,1,1,600,27,11004007,1,1,600,27,11004008,1,1,600,27,11004009,1,1,600,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110019,1,0,27,11002001,1,1,0,27,11002002,1,1,0,27,11002003,1,1,0,27,11002004,1,1,0,27,11002005,1,1,0,27,11002006,1,1,0,27,11002007,1,1,0,27,11002008,1,1,0,27,11002009,1,1,0,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,600,27,11004001,1,1,600,27,11004002,1,1,600,27,11004003,1,1,600,27,11004004,1,1,600,27,11004005,1,1,600,27,11004006,1,1,600,27,11004007,1,1,600,27,11004008,1,1,600,27,11004009,1,1,600,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110020,1,0,27,11002001,1,1,0,27,11002002,1,1,0,27,11002003,1,1,0,27,11002004,1,1,0,27,11002005,1,1,0,27,11002006,1,1,0,27,11002007,1,1,0,27,11002008,1,1,0,27,11002009,1,1,0,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,600,27,11004001,1,1,600,27,11004002,1,1,600,27,11004003,1,1,600,27,11004004,1,1,600,27,11004005,1,1,600,27,11004006,1,1,600,27,11004007,1,1,600,27,11004008,1,1,600,27,11004009,1,1,600,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110500,1,400,27,11002001,1,1,400,27,11002002,1,1,400,27,11002003,1,1,400,27,11002004,1,1,400,27,11002005,1,1,400,27,11002006,1,1,400,27,11002007,1,1,400,27,11002008,1,1,400,27,11002009,1,1,400,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,200,27,11004001,1,1,200,27,11004002,1,1,200,27,11004003,1,1,200,27,11004004,1,1,200,27,11004005,1,1,200,27,11004006,1,1,200,27,11004007,1,1,200,27,11004008,1,1,200,27,11004009,1,1,200,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110501,1,300,27,11002001,1,1,300,27,11002002,1,1,300,27,11002003,1,1,300,27,11002004,1,1,300,27,11002005,1,1,300,27,11002006,1,1,300,27,11002007,1,1,300,27,11002008,1,1,300,27,11002009,1,1,300,27,11002010,1,1,250,27,11003001,1,1,250,27,11003002,1,1,250,27,11003003,1,1,250,27,11003004,1,1,250,27,11003005,1,1,250,27,11003006,1,1,250,27,11003007,1,1,250,27,11003008,1,1,250,27,11003009,1,1,250,27,11003010,1,1,250,27,11003011,1,1,250,27,11003012,1,1,250,27,11003013,1,1,250,27,11003014,1,1,250,27,11003015,1,1,250,27,11003016,1,1,300,27,11004001,1,1,300,27,11004002,1,1,300,27,11004003,1,1,300,27,11004004,1,1,300,27,11004005,1,1,300,27,11004006,1,1,300,27,11004007,1,1,300,27,11004008,1,1,300,27,11004009,1,1,300,27,11004010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
